,# NAME,Metodo,No de planetas,Periodo (dias),Semi eje (ua),Excen,inclination,mass (Mjup),B5,Radio tierra,Radio (Rjup),B7,Densidad pl gr/cm^3,A├▒o,Teff,Masa estr (Msol),Radio (Rsol),Tipo espectral,Densidad estr (gr/cm^3),Metalicidad,Raz├│n de metalicidad,Edad (gyr),Unnamed: 25
812,HD 89744 B,Radial Velocity,,256,0.88,0.7,54,8.9,,,,,,2000,6196,1.4,2.14,F7 V,,0.18,,2.04,
813,HD 89744 C,Radial Velocity,,85.2,0.44,0,,3.2,,,,,,2013,6196,1.4,2.14,F7 V,,0.18,,2.04,
814,HD 90156 B,Radial Velocity,,49.77,0.25,0.31,,0.057,,,,,,2009,5599,0.84,,G5V,,-0.24,,4.4,
815,HD 9174 B,Radial Velocity,,1179,2.2,0.12,,1.11,,,,,,2016,5577,1.03,1.67,G8IV,,0.39,,9,
816,HD 92788 B,Radial Velocity,,325.81,0.97,0.334,8,27.7,,,,,,2000,5559,1.13,0.99,G5,,0.32,,3.78,
817,HD 92788 C,Radial Velocity,,162,0.6,0.04,,0.9,,,,,,2013,5559,1.13,0.99,G5,,0.32,,3.78,
818,HD 93083 B,Radial Velocity,,143.58,0.477,0.14,,0.37,,,,,,2005,4995,0.7,,K3 V,,0.15,,6,
819,HD 93385 B,Radial Velocity,,13.186,0.1116,0.15,,0.0263,,,,,,2011,,,,G2V,,,,,
820,HD 93385 C,Radial Velocity,,46.025,0.257,0.24,,0.0318,,,,,,2011,,,,G2V,,,,,
821,HD 9446 B,Radial Velocity,,30.052,0.189,0.2,,0.7,,,,,,2010,5793,1,1,G5V,,0.09,,,
822,HD 9446 C,Radial Velocity,,192.9,0.654,0.06,,1.82,,,,,,2010,5793,1,1,G5V,,0.09,,,
823,HD 95086 B,Imaging,,,61.7,0.2,153,4.4,,,,,,2013,7550,1.6,,A8III,,,,0.017,
824,HD 95089 B,Radial Velocity,,507,1.51,0.157,,1.2,,,,,,2010,5002,1.58,4.9,K0 IV,,0.05,,2.5,
825,HD 95127 B,Radial Velocity,,482,1.28,0.11,,5.01,,,,,,2015,4218,1.2,20,K0,,-0.18,,5.5,
826,HD 9578 B,Radial Velocity,,494,,,,0.62,,,,,,2009,,1.12,,G1V,,0.11,,,
827,HD 95872 B,Radial Velocity,,4375,5.2,0.06,,4.6,,,,,,2015,5312,0.95,,K0V,,0.41,,10,
828,HD 96063 B,Radial Velocity,,361.1,0.99,0.28,,0.9,,,,,,2011,5148,1.02,4.5,K0,,-0.3,,9,
829,HD 96127 B,Radial Velocity,,647.3,1.4,0.3,,4,,,,,,2011,4152,0.91,35,K2III,,-0.24,,,
830,HD 96167 B,Radial Velocity,,498.9,1.3,0.71,,0.68,,,,,,2009,5770,1.31,1.86,G5D,,0.34,,3.8,
831,HD 96700 B,Radial Velocity,,8.1256,0.0774,0.1,,0.0284,,,,,,2011,,,,G0V,,,,,
832,HD 96700 C,Radial Velocity,,103.49,0.422,0.37,,0.04,,,,,,2011,,,,G0V,,,,,
833,HD 97658 B,Primary Transit,,9.4903,0.08,0.078,89.14,0.023754837,,,0.200464271,,,2010,5170,0.85,0.73,K1V,,-0.23,,,
834,HD 98219 B,Radial Velocity,,436.9,1.23,0.21,,1.8,,,,,,2011,4992,1.3,4.5,K0III/IV,,-0.02,,4,
835,HD 984 B,Imaging,,,18,,,65,,,,,,2017,6315,1.2,,F7V,,,,0.08,
836,HD 98649 B,Radial Velocity,,4951,5.6,0.85,,6.8,,,,,,2011,,,,G4V,,,,,
837,HD 99109 B,Radial Velocity,,439.3,1.105,0.09,,0.502,,,,,,2006,5272,0.93,,K0,,0.315,,12.2,
838,HD 99492 B,Radial Velocity,,17.054,0.123,0.07,,0.079,,,,,,2004,4740,0.83,0.96,K2V,,0.36,,4,
839,HD 99706 B,Radial Velocity,,868,2.14,0.365,,1.4,,,,,,2011,4932,1.72,5.4,K0,,0.14,,2.1,
840,HD169142 B,Imaging,,,22.7,,,30,,,,,,2014,7650,1.65,1.6,A7V,,,,12,
841,HII 1348 B,Imaging,,,138,,,59,,,,,,2012,,,,K5V,,,,,
842,HIP 105854 B,Radial Velocity,,184.2,0.81,0.02,,8.2,,,,,,2014,4780,2.1,,K2III,,0.31,,,
843,HIP 107773 B,Radial Velocity,,144.3,0.72,0.09,,1.98,,,,,,2015,4945,2.42,11.6,,,0.03,,,
844,HIP 109384 B,Radial Velocity,,499.48,1.134,0.549,,1.56,,,,,,2016,5180,0.78,,G5,,-0.26,,,
845,HIP 109600 B,Radial Velocity,,232.08,0.706,0.163,,2.68,,,,,,2016,5530,0.87,,G5,,-0.12,,,
846,HIP 116454 B,Primary Transit,,9.1265,0.098,0.205,88.43,0.0372,,,0.226,,,2014,5089,0.775,0.716,K2,,-0.16,,,
847,HIP 11915,Radial Velocity,,3830,4.8,0.1,,0.99,,,,,,2015,5760,1,,G5V,,-0.059,,4,
848,HIP 12961 B,Radial Velocity,,57.435,0.13,0.16,,0.35,,,,,,2009,,0.67,,M0V,,-0.07,,,
849,HIP 14810 B,Radial Velocity,,6.673855,0.0692,0.1427,,3.88,,,,,,2006,5485,0.99,1,G5,,0.26,,,
850,HIP 14810 C,Radial Velocity,,147.73,0.545,0.164,,1.28,,,,,,2006,5485,0.99,1,G5,,0.26,,,
851,HIP 14810 D,Radial Velocity,,962,1.89,0.173,,0.57,,,,,,2009,5485,0.99,1,G5,,0.26,,,
852,HIP 41378 B,Primary Transit,,15.5712,,,88.4,,,,0.26,,,2016,6199,1.15,1.4,,,-0.11,,,
853,HIP 41378 C,Primary Transit,,31.6978,,,89.58,,,,0.228,,,2016,6199,1.15,1.4,,,-0.11,,,
854,HIP 41378 D,Primary Transit,,157,,,,,,,0.353,,,2016,6199,1.15,1.4,,,-0.11,,,
855,HIP 41378 E,Primary Transit,,131,,,,,,,0.492,,,2016,6199,1.15,1.4,,,-0.11,,,
856,HIP 41378 F,Primary Transit,,324,,,,,,,0.91,,,2016,6199,1.15,1.4,,,-0.11,,,
857,HIP 5158 B,Radial Velocity,,345.63,0.89,0.54,,1.44,,,,,,2009,4962,0.78,,K5V,,0.1,,6,
858,HIP 5158 C,Radial Velocity,,9018,7.7,0.14,,15.04,,,,,,2010,4962,0.78,,K5V,,0.1,,6,
859,HIP 57050 B,Radial Velocity,,41.397,0.163506,0.314,,0.298,,,,,,2010,3190,0.34,0.4,M4V,,0.32,,,
860,HIP 57274 B,Radial Velocity,,8.1352,0.07,0.187,,0.036,,,,,,2011,4640,0.73,0.68,K5V,,0.09,,7.87,
861,HIP 57274 C,Radial Velocity,,32.03,0.178,0.05,,0.41,,,,,,2011,4640,0.73,0.68,K5V,,0.09,,7.87,
862,HIP 57274 D,Radial Velocity,,431.7,1.01,0.27,,0.527,,,,,,2011,4640,0.73,0.68,K5V,,0.09,,7.87,
863,HIP 63242 B,Radial Velocity,,124.6,0.565,0.23,,9.18,,,,,,2013,,1.54,,G8III,,-0.31,,,
864,HIP 65407 B,Radial Velocity,,28.125,0.177,0.14,,0.428,,,,,,2016,5460,0.93,,K0,,0.25,,,
865,HIP 65407 C,Radial Velocity,,67.3,0.316,0.12,,0.784,,,,,,2016,5460,0.93,,K0,,0.25,,,
866,HIP 65891 B,Radial Velocity,,1084.5,2.81,0.13,,6,,,,,,2015,5000,2.5,8.93,K0III,,0.16,,,
867,HIP 67537 B,Radial Velocity,,2592.5,4.96,0.59,,11.1,,,,,,2016,4985,2.41,8.69,K1III,,0.15,,,
868,HIP 67851 B,Radial Velocity,,88.9,0.46,0.05,,1.38,,,,,,2014,4890,1.63,5.52,KOIII,,0,,,
869,HIP 67851 C,Radial Velocity,,2131.8,3.82,0.17,,5.98,,,,,,2015,4890,1.63,5.52,KOIII,,0,,,
870,HIP 68468 B,Radial Velocity,,1.8372,0.029743,0.41,,0.011,,,,,,2016,5857,1.05,,G3V,,0.065,,5.9,
871,HIP 68468 C,Radial Velocity,,194,0.665,0.04,,0.094,,,,,,2016,5857,1.05,,G3V,,0.065,,5.9,
872,HIP 70849 B,Radial Velocity,,10000,10,0.6,,9,,,,,,2009,4105,0.63,,K7V,,,,3,
873,HIP 73990 B,Imaging,,,20,,,21,,,,,,2015,7450,1.72,,A9V,,,,0.015,
874,HIP 73990 C,Imaging,,,32,,,22,,,,,,2015,7450,1.72,,A9V,,,,0.015,
875,HIP 74865 B,Imaging,,,23,,,28,,,,,,2015,6640,1.42,,F3V,,,,0.015,
876,HIP 74890 B,Radial Velocity,,822.3,2.1,0.07,,2.4,,,,,,2016,4850,1.74,5.77,K1III,,0.2,,,
877,HIP 75458 B,Radial Velocity,,510.72,1.275,0.713,69.9,9.39,,,,,,2002,4445,1.4,12.8,K2 III,,0.15,,,
878,HIP 77900 B,Imaging,,,3200,,,20,,,,,,2013,13700,,,B6,,,,,
879,HIP 78530 B,Imaging,,,710,,,23.04,,,,,,2011,10500,2.5,,B9V,,,,0.011,
880,HIP 79431 B,Radial Velocity,,111.7,0.36,0.29,,2.1,,,,,,2010,3191,0.49,,M3V,,0.4,,,
881,HIP 8541 B,Radial Velocity,,1560,2.8,0.16,,5.59,,,,,,2016,4670,1.17,7.83,K2III,,-0.15,,,
882,HIP 91258 B,Radial Velocity,,5.0505,0.057,0.024,,1.068,,,,,,2013,5519,0.95,,G5V,,0.23,,2.4,
883,HIP 97233 B,Radial Velocity,,1058.8,2.55,0.61,,20,,,,,,2014,5020,1.93,5.34,K0,,0.29,,,
884,HN PEG B,Imaging,,,795,,,16,,,1.1,,,2007,,1,,G0V,,,,0.2,
885,HR 2562 B,Imaging,,,20.3,,,30,,,,,,2016,,1.3,,F5V,,0.015,,0.6,
886,HR 3549 B,Imaging,,,80,,,45,,,,,,2015,10207,,,A0V,,,,0.125,
887,HR 7329,Imaging,,,,,,35,,,,,,2000,,,,A0V,,,,0.03,
888,HR 810 B,Radial Velocity,,320.1,0.925,0.161,,2.26,,,,,,1999,5997,1.11,1.85,G0V pecul.,,0.25,,3.6,
889,HR 8799 B,Imaging,,164250,68,0,28,7,,,1.2,,,2008,,1.56,1.5,A5V,,-0.47,,0.06,
890,HR 8799 C,Imaging,,82145,42.9,0,28,10,,,1.3,,,2008,,1.56,1.5,A5V,,-0.47,,0.06,
891,HR 8799 D,Imaging,,41054,27,0.1,28,10,,,1.2,,,2008,,1.56,1.5,A5V,,-0.47,,0.06,
892,HR 8799 E,Imaging,,18000,14.5,,,9,,,,,,2010,,1.56,1.5,A5V,,-0.47,,0.06,
893,HU AQR (AB) C,Pulsar,,5646,6.18,0.29,,5.9,,,,,,2011,,1,,Catac. var.,,,,,
894,HW VIR (AB) B,Pulsar,,4640,4.69,0.4,,14.3,,,,,,2008,,0.627,,sdB+M,,,,,
895,J1433 B,Primary Transit,,0.054,,,84.36,57.1,,,,,,2016,13200,0.8,,WD,,,,,
896,K2-10 B,Primary Transit,,19.3044,,0.31,88.5,0.085,,,0.343,,,2016,5620,0.92,0.98,,,-0.07,,,
897,K2-105 B,Primary Transit,,8.266902,,,88.95,0.094,,,0.32,,,2017,5434,1.01,0.95,,,0.26,,0.6,
898,K2-108 B,Primary Transit,,4.73401,0.0573,0.18,,0.187,,,0.471,,,2016,5474,1.121,1.75,,,0.33,,7.8,
899,K2-11 B,Primary Transit,,39.93767,0.2257,,,,,,0.674,,,2015,5433,1.35,5.15,,,-0.12,,,
900,K2-12 B,Primary Transit,,8.28212,0.0802,,,,,,0.208,,,2015,5800,1.01,1.01,,,0.03,,,
901,K2-13 B,Primary Transit,,39.91488,0.2114,,,,,,0.169,,,2015,5698,0.8,0.78,,,-0.54,,0.78,
902,K2-14 B,Primary Transit,,8.36802,0.0627,,,,,,0.429,,,2015,3789,0.47,0.45,,,-0.37,,,
903,K2-15 B,Primary Transit,,11.8104,0.091,,,,,,0.221,,,2015,5131,0.72,0.68,,,-0.46,,,
904,K2-16 B,Primary Transit,,7.6188,0.0662,,,,,,0.18,,,2015,4761,0.68,0.66,K3V,,-0.33,,,
905,K2-16 C,Primary Transit,,19.07863,0.122,,,,,,0.227,,,2015,4761,0.68,0.66,K3V,,-0.33,,,
906,K2-17 B,Primary Transit,,17.96753,0.119,,,,,,0.199,,,2015,4320,0.71,0.66,,,0.15,,,
907,K2-18 B,Primary Transit,,32.94488,0.1491,,,,,,0.2,,,2015,3503,0.413,0.394,,,0.09,,,
908,K2-19 B,Primary Transit,,7.9194,0.077,0.119,88.83,0.187,,,0.691,,,2015,5430,0.93,0.86,G9V,,0.1,,8,
909,K2-19 C,Primary Transit,,11.90715,0.1032,0.095,89.91,0.031,,,0.434,,,2015,5430,0.93,0.86,G9V,,0.1,,8,
910,K2-19 D,Primary Transit,,2.50856,,,,,,,0.102,,,2015,5430,0.93,0.86,G9V,,0.1,,8,
911,K2-24 B,Primary Transit,,20.8851,0.154,,89.25,0.0661,,,0.52,,,2015,5743,1.12,1.21,G9V,,0.42,,5,
912,K2-24 C,Primary Transit,,42.36342,0.247,,89.76,0.085,,,0.723,,,2015,5743,1.12,1.21,G9V,,0.42,,5,
913,K2-26 B,Primary Transit,,14.5665,,,89.22,,,,0.238,,,2015,,,,M1,,,,,
914,K2-27 B,Primary Transit,,6.77145,,0.25,88.4,0.0972,,,0.397,,,2016,5320,0.89,0.85,,,0.14,,,
915,K2-28 B,Primary Transit,,2.260455,0.0214,,88.9,,,,0.207,,,2015,3214,0.257,0.288,M4,,0.26,,,
916,K2-29 B,Primary Transit,,3.2588321,0.04217,0.066,86.656,0.73,,,1.19,,,2016,,,,G7V,,,,,
917,K2-3  B,Primary Transit,,10.05449,0.0775,0.06,89.59,0.026,,,0.194,,,2015,3951,0.612,0.553,M0.0V,,-0.3,,1,
918,K2-3 C,Primary Transit,,24.64354,0.1405,0.04,89.7,0.0066,,,0.165,,,2015,3951,0.612,0.553,M0.0V,,-0.3,,1,
919,K2-3 D,Primary Transit,,44.5598,0.2086,0.045,89.79,0.0349,,,0.135,,,2015,3951,0.612,0.553,M0.0V,,-0.3,,1,
920,K2-30 B,Primary Transit,,4.098507,0.04986,0.027,86.32,0.624,,,1.196,,,2016,5581,0.984,0.941,G8,,0.136,,,
921,K2-31 B,Primary Transit,,1.25785,0.022,,79.9,1.774,,,1.06,,,2016,5280,0.91,0.78,G7V,,0.08,,,
922,K2-32 B,Primary Transit,,8.99218,0.0808,0.21,89,0.0519,,,0.48,,,2015,5315,0.87,0.87,G9V,,0,,,
923,K2-32 C,Primary Transit,,20.65614,0.1407,,88.23,0.04,,,0.31,,,2015,5315,0.87,0.87,G9V,,0,,,
924,K2-32 D,Primary Transit,,31.71922,0.1873,,88.4,0.0343,,,0.335,,,2015,5315,0.87,0.87,G9V,,0,,,
925,K2-33 B,Primary Transit,,5.42513,0.0409,0,89.1,3.6,,,0.451,,,2016,3540,0.54,1.06,M3.3,,,,0.0095,
926,K2-34 B,Primary Transit,,2.995607,0.04419,0,82.06,1.78,,,1.35,,,2016,6132,1.281,1.526,F9,,0.24,,,
927,K2-35 B,Primary Transit,,2.39991,0.0306,,86.1,,,,0.0964,,,2015,4426,0.663,0.601,,,0.04,,,
928,K2-35 C,Primary Transit,,5.60906,0.0539,,87.85,,,,0.151,,,2015,4426,0.663,0.601,,,0.04,,,
929,K2-39 B,Primary Transit,,4.60543,0.062,0.152,80,0.125,,,0.73,,,2016,4881,1.53,3.88,,,0.32,,3.09,
930,K2-4 B,Primary Transit,,10.00329,0.0777,,,,,,0.211,,,2015,4197,0.63,0.6,,,-0.12,,,
931,K2-5 B,Primary Transit,,5.73491,0.0509,,,,,,0.171,,,2015,4102,0.53,0.52,,,-0.51,,,
932,K2-5 C,Primary Transit,,10.93406,0.0783,,,,,,0.171,,,2015,4102,0.53,0.52,,,-0.51,,,
933,K2-6 B,Primary Transit,,30.94191,0.1898,,,,,,0.223,,,2015,5850,0.97,0.96,,,-0.14,,,
934,K2-60 B,Primary Transit,,3.00265,0.045,,88.49,0.426,,,0.683,,,2016,5500,0.97,1.12,G4V,,0.01,,10,
935,K2-66 B,Primary Transit,,5.06963,0.05983,,86.6,0.067,,,0.222,,,2017,5887,1.11,1.67,,,-0.047,,,
936,K2-7 B,Primary Transit,,28.67992,0.1814,,,,,,0.238,,,2015,5772,0.97,0.96,,,-0.07,,,
937,K2-77 B,Primary Transit,,8.199796,,0.14,88.7,1.9,,,0.205,,,2016,4970,0.8,0.76,K,,0.29,,0.7,
938,K2-8 B,Primary Transit,,10.35239,0.0856,,,,,,0.319,,,2015,4890,0.79,0.74,,,-0.01,,,
939,K2-9 B,Primary Transit,,18.44883,0.0848,,,,,,0.143,,,2015,3468,0.24,0.25,,,-0.46,,,
940,K2-95 B,Primary Transit,,10.134588,0.0653,0.16,89.25,1.67,,,0.33,,,2016,3410,0.43,0.44,M3.5,,0.2,,0.8,
941,K2-97 B,Primary Transit,,8.4061,,,,1.1,,,1.31,,,2016,,1.16,4.2,,,0.42,,7.8,
942,K2-99 B,Primary Transit,,18.249,0.159,0.19,87.7,0.97,,,1.29,,,2016,5990,1.6,3.1,G0 IV,,0.2,,2.4,
943,KELT-1 B,Primary Transit,,1.217514,0.02472,0.01,87.6,27.38,,,1.116,,,2012,6516,1.335,1.471,F5,,0.052,,1.75,
944,KELT-10 B,Primary Transit,,4.166285,0.0525,,88.61,0.679,,,1.399,,,2015,5948,1.112,1.209,,,0.09,,4.5,
945,KELT-11 B,Primary Transit,,4.736529,0.06229,0,85.8,0.195,,,1.37,,,2016,5370,1.438,2.72,G8,,0.18,,,
946,KELT-15 B,Primary Transit,,3.329441,0.04613,,79.67,0.92,,,1.443,,,2015,6003,1.181,1.481,,,0.047,,,
947,KELT-16 B,Primary Transit,,0.9689951,0.02044,,,2.75,,,1.415,,,2016,6236,1.211,1.36,F7V,,-0.002,,2.9,
948,KELT-17 B,Primary Transit,,3.0801716,0.04881,,,1.31,,,1.525,,,2015,7454,1.635,1.645,A,,-0.018,,,
949,KELT-18 B,Primary Transit,,2.8717518,0.0455,0,88.86,1.18,,,1.57,,,2017,6670,1.524,1.908,F4V,,0.09,,1.9,
950,KELT-2 A B,Primary Transit,,4.1137914,0.05498,0.185,,1.486,,,1.306,,,2012,6148,1.31,1.842,F7V,,-0.015,,,
951,KELT-3 B,Primary Transit,,2.7033902,0.04117,0,84.6,1.418,,,1.333,,,2012,6304,1.282,1.482,F,,0.048,,3,
952,KELT-4 A B,Radial Velocity,,2.9895933,0.04321,0.03,83.11,0.884,,,1.706,,,2013,6207,1.204,1.61,F,,-0.116,,4.38,
953,KELT-6 B,Primary Transit,,7.845582,0.08,0.029,88.81,0.442,,,1.18,,,2013,6272,1.126,1.529,F,,-0.27,,4.9,
954,KELT-6 C,Radial Velocity,,1276,2.39,0.21,,3.71,,,,,,2015,6272,1.126,1.529,F,,-0.27,,4.9,
955,KELT-7 B,Primary Transit,,2.7347749,0.04415,,83.76,1.29,,,1.533,,,2015,6789,1.535,1.732,,,0.139,,1.3,
956,KELT-8 B,Primary Transit,,3.24406,0.04571,0.035,82.65,0.874,,,1.86,,,2015,5754,1.211,1.67,G2V,,0.27,,5.4,
957,KIC 10001893 B,Pulsar,,0.2197,,,,,,,,,,2014,26700,0.47,,,,,,,
958,KIC 10001893 D,Pulsar,,0.81161,,,,,,,,,,2014,26700,0.47,,,,,,,
959,KIC 10024862 B,Primary Transit,,567.0445,,,89.868,,,,0.49,,,2015,6616,1.07,1.11,,,0.07,,,
960,KIC 10255705 B,Primary Transit,,707.3793,1.6,0,89.75,,,,0.65,,,2013,,,0.29,0.44,,,,,
961,KIC 10905746 B,Primary Transit,,9.8844,0.0751,,88.42,,,,0.237,,,2011,4240,0.578,0.548,,,-0.23,,,
962,KIC 11152511 B,Primary Transit,,287.363,0.85,0.67,89.39,,,,0.36,,,2013,5273,1.01,2.08,,,-0.1,,,
963,KIC 12454613 B,Primary Transit,,736.3819,1.54,0.16,89.95,,,,0.228,,,2013,5420,0.87,0.82,,,0.03,,,
964,KIC 12557548 B,Primary Transit,,0.653553,0.013,,,0.000063,,,0.075832056,,,2012,4412,0.7,0.65,K4V,,-0.173,,,
965,KIC 5010054 B,Primary Transit,,904.24,1.86,0,89.79,,,,0.62,,,2013,5550,1.05,2.17,,,,,,
966,KIC 5094412 B,Primary Transit,,276.88,0.78,0,89.74,,,,0.51,,,2013,5313,0.82,0.8,,,-0.327,,,
967,KIC 5522786 B,Primary Transit,,757.1639,1.98,0.56,89.86,,,,0.11,,,2013,8719,1.79,1.3,,,-0.03,,,
968,KIC 5732155 B,Primary Transit,,644.1685,1.52,0,89.76,,,,1.14,,,2013,5755,1.13,1.99,,,-0.03,,,
969,KIC 6185331 B,Primary Transit,,49.76971,0.2672,,89.2,,,,0.529,,,2011,5619,1.027,1.27,,,0.11,,8.7,
970,KIC 6372194 B,Primary Transit,,281.5848,0.78,0.65,89.69,,,,0.74,,,2013,5233,0.8,0.75,,,-0.37,,,
971,KIC 6436029 B,Primary Transit,,505.45,1.15,0,89.94,,,,0.274,,,2013,4817,0.83,0.83,,,0.42,,,
972,KIC 7917485 B,Other,,840,2.03,0.15,,11.8,,,,,,2016,7067,1.63,,A,,-0.02,,,
973,KIC 8012732 B,Primary Transit,,431.4681,,,89.741,,,,0.87,,,2015,6221,0.92,1.22,,,0.2,,,
974,KIC 9413313 B,Primary Transit,,,,,,,,,,,,2015,5359,0.95,1.45,,,0.02,,,
975,KIC 9662267 B,Primary Transit,,466.202,1.12,0.11,89.82,,,,0.34,,,2013,5602,0.86,0.89,,,-0.03,,,
976,KIC 9704149 B,Primary Transit,,697.0159,1.46,0.29,89.95,,,,0.4,,,2013,5640,0.86,0.78,,,-0.16,,,
977,KOI-1089.02,Primary Transit,,12.21826,,0.5,87.6,0.64,,,0.625,,,2014,5820,0.98,1.094,,,-0.05,,7,
978,KOI-1299 C,Radial Velocity,,411,1.188,0.64,,2.63,,,,,,2014,5020,1.35,4.15,K2III,,-0.02,,3.6,
979,KOI-1843 B,Primary Transit,,0.1768913,,,72,0.001,,,0.052,,,2013,3584,0.46,0.45,,,0,,,
980,KOI-188 B,Primary Transit,,3.79701816,0.0464,0.33,87.02,0.25,,,0.978,,,2014,5170,0.93,0.86,K1V,,0.24,,5,
981,KOI-192 B,Primary Transit,,10.290994,0.091,0.57,89.5,0.29,,,1.23,,,2014,5800,0.96,1.35,G2V,,-0.19,,7,
982,KOI-195 B,Primary Transit,,3.21751883,0.0414,0.18,85.74,0.34,,,1.09,,,2014,5725,0.91,0.92,G1V,,-0.21,,6,
983,KOI-2700 B,Primary Transit,,0.910022,,,,0.002705849,,,0.094567035,,,2013,4433,0.632,0.574,,,-0.2,,,
984,KOI-368.01,Primary Transit,,110.3216,0.581,,89.221,,,,1.83,,,2014,9257,2.17,2.043,F6,,0.07,,,
985,KOI-415 B,Primary Transit,,166.78805,0.593,0.698,89.31,62.14,,,0.79,,,2013,5810,0.94,1.25,G0IV,,-0.24,,10.5,
986,KOI-4427.01,Primary Transit,,147.6606,0.419,0.02,89.97,,,,0.164,,,2015,3813,0.526,0.505,,,-0.07,,3.6,
987,KOI-5833 B,Primary Transit,,440.167,,,89.57,,,,0.31,,,2015,6277,0.98,1,,,-0.46,,,
988,KOI-5929 B,Primary Transit,,466.0001,,,89.947,,,,0.37,,,2015,5830,0.86,0.82,,,-0.14,,,
989,KOI-620.02,TTV,,130.194,0.509,0.008,,0.023912154,,,0.865377581,,,2014,5803,1,0.91,,,,,,
990,KOI-682 B,Primary Transit,,562.70945,,,89.851,,,,0.88,,,2015,5589,1.02,1.17,,,0.34,,,
991,KOI-771 B,Primary Transit,,670.6502,,,89.535,,,,1.23,,,2015,5520,0.95,0.94,,,0.48,,,
992,KOI-830 B,Primary Transit,,3.52563254,0.0433,0.22,89.36,1.27,,,1.08,,,2014,5150,0.87,0.8,,,0.09,,5,
993,KAPTEYN'S B,Radial Velocity,,48.616,0.168,0.21,,0.015102413,,,,,,2014,3550,0.281,0.29,dM1,,-0.86,,8,
994,KAPTEYN'S C,Radial Velocity,,121.54,0.311,0.23,,0.022024353,,,,,,2014,3550,0.281,0.29,dM1,,-0.86,,8,
995,KEPLER-10 B,Primary Transit,,0.83749026,0.01685,0.06,84.8,0.010477299,,,0.1314,,,2011,5708,0.91,1.065,G,,-0.15,,10.6,
996,KEPLER-10 C,Primary Transit,,45.294301,0.241,0.05,89.59,0.054118366,,,0.2072,,,2011,5708,0.91,1.065,G,,-0.15,,10.6,
997,KEPLER-100 B,Primary Transit,,6.887037,,0.13,,0.0231,,,0.1164,,,2014,5825,1.109,1.5131,,,0.02,,6.5,
998,KEPLER-100 C,Primary Transit,,12.815909,,0.02,,0.0027,,,0.1981,,,2014,5825,1.109,1.5131,,,0.02,,6.5,
999,KEPLER-100 D,Primary Transit,,35.33313,,0.38,,0.0094,,,0.1351,,,2014,5825,1.109,1.5131,,,0.02,,6.5,
1000,KEPLER-1000 B,Primary Transit,,120.0181272,,,,,,,0.425,,,2016,6453,1.4,1.51,,,0.35,,,
1001,KEPLER-1001 B,Primary Transit,,14.30511983,,,,,,,0.281,,,2016,5491,0.9,0.88,,,-0.03,,,
1002,KEPLER-1002 B,Primary Transit,,4.33642933,,,,,,,0.153,,,2016,6144,1.22,1.57,,,0.04,,,
1003,KEPLER-1003 B,Primary Transit,,3.55485691,,,,,,,0.159,,,2016,6109,1.11,1.17,,,0.01,,,
1004,KEPLER-1004 B,Primary Transit,,5.28789787,,,,,,,0.56,,,2016,4972,1.11,3.39,,,-0.04,,,
1005,KEPLER-1005 B,Primary Transit,,6.49801525,,,,,,,0.134,,,2016,5782,1,1.06,,,0.02,,,
1006,KEPLER-1006 B,Primary Transit,,19.76172042,,,,,,,0.137,,,2016,5328,0.78,0.74,,,-0.4,,,
1007,KEPLER-1007 B,Primary Transit,,5.18500207,,,,,,,0.128,,,2016,4587,0.73,0.7,,,0.03,,,
1008,KEPLER-1008 B,Primary Transit,,12.43931193,,,,,,,0.114,,,2016,5066,0.81,0.78,,,-0.01,,,
1009,KEPLER-1009 B,Primary Transit,,11.35011917,,,,,,,0.194,,,2016,4027,0.59,0.57,,,-0.12,,,
1010,KEPLER-101 B,Primary Transit,,3.487691,0.048,,,,,,0.524,,,2014,5570,1.12,1.67,,,,,,
1011,KEPLER-101 C,Primary Transit,,6.029809,0.068,,,,,,0.119,,,2014,5570,1.12,1.67,,,,,,
1012,KEPLER-1010 B,Primary Transit,,34.2685705,,,,,,,0.207,,,2016,5253,0.86,0.82,,,-0.01,,,
1013,KEPLER-1011 B,Primary Transit,,5.75322197,,,,,,,0.256,,,2016,5416,0.91,0.88,,,0.08,,,
1014,KEPLER-1012 B,Primary Transit,,5.50860439,,,,,,,0.115,,,2016,5556,0.95,0.91,,,0.05,,,
1015,KEPLER-1013 B,Primary Transit,,18.93054959,,,,,,,0.192,,,2016,4954,0.81,0.76,,,0.04,,,
1016,KEPLER-1014 B,Primary Transit,,16.57110363,,,,,,,0.213,,,2016,5388,0.88,0.84,,,-0.06,,,
1017,KEPLER-1015 B,Primary Transit,,16.00494214,,,,,,,0.317,,,2016,6769,1.49,1.81,,,0.06,,,
1018,KEPLER-1016 B,Primary Transit,,1.95452434,,,,,,,0.194,,,2016,5821,0.99,1,,,-0.03,,,
1019,KEPLER-1016 C,Primary Transit,,105.6551369,,,,,,,0.328,,,2016,5821,0.99,1,,,-0.03,,,
1020,KEPLER-1017 B,Primary Transit,,7.23400469,,,,,,,0.178,,,2016,5473,0.93,0.87,,,0.04,,,
1021,KEPLER-1018 B,Primary Transit,,49.1013514,,,,,,,0.23,,,2016,5518,0.91,0.88,,,-0.05,,,
1022,KEPLER-1019 B,Primary Transit,,1.41122985,,,,,,,0.13,,,2016,4433,0.7,0.67,,,0.01,,,
