NAME,A,MASS,R,ECC,PER,I,OM,T0,DATE,DENSITY,PLANETDISCMETH,MSTAR,RSTAR,TEFF,FE,RHOSTAR
,au,mjupiter,rjupiter,,day,deg,deg,jd,,g/cm^3,,msun,rsun,k,,g/cm^3
Kepler-1293 b,0.0650345,0.00266535,0.087,0,5.57654784,,90,,2016,,Transit,1.18,1.28,6241,0,
Kepler-222 b,0.0487958,0.0297967,0.281916,,3.936981,,90,2455002.65076,2014,,Transit,,0.869,5433,,
Kepler-334 b,0.0607596,0.00436179,0.0999197,,5.470319,,90,2454964.49467,2014,,Transit,,1.068,5828,,
HD 114783 b,1.15987,1.10505,,0.144,493.7,,86,2453806,2002,,RV,0.853,0.837785,5135.09,0.116482,
GJ 581 e,0.028459,0.00613456,,0.32,3.14945,,236,2454750.31,2009,,RV,0.31,0.299,3498,-0.1,
Kepler-1638 b,0.787843,0.0137822,0.167,0,259.33683,,90,,2016,,Transit,0.97,0.95,5710,-0.01,
Kepler-605 b,0.0427433,0.0101747,0.128,0,3.38353807,,90,,2016,,Transit,0.91,0.88,5462,0.02,
Kepler-327 c,0.0588339,0.00324127,0.0918904,,5.212333,,90,2454965.70664,2014,,Transit,,0.492,3799,,
Kepler-793 b,0.0509367,0.00866602,0.122,0,4.24153639,,90,,2016,,Transit,0.98,0.97,5745,0,
Kepler-1555 b,0.0800056,0.0120099,0.144,0,8.10501635,,90,,2016,,Transit,1.04,1.06,5866,0.03,
Kepler-419 b,0.370106,2.5,,0.833,69.7546,88.95,95.2,,2010,,Transit,1.39,1.75,6430,0.176,
epsilon Ret b,1.19471,1.37669,,0.06,428.1,,216,2450836,2001,,RV,1.24,3.51559,4781,0.33,
GJ 674 b,0.0386657,0.034879,,0.2,4.6938,,143,2453780.085,2007,,RV,0.35,,3600,-0.28,
Kepler-511 b,0.870478,0.108498,0.567,0,296.637865,,90,,2016,,Transit,1,1.2,5770,0.01,
Kepler-1361 b,0.0430059,0.00172655,0.077,0,3.57554956,,90,,2016,,Transit,0.83,0.79,5131,0,
HD 7924 c,0.113438,0.0248402,,0.098,15.299,,27,2455583.619,2015,,RV,0.832,0.7821,5177,-0.15,
Kepler-57 c,0.0942979,0.0115953,0.138158,,11.6092567,,,,2013,,Transit,0.83,0.73,5145,,
HD 168443 c,2.85281,17.3857,,0.2113,1749.83,,64.87,2455599.9,2001,,RV,0.995,1.58859,5491,0.04,
Kepler-172 c,0.0673847,0.0245625,0.255152,,6.388996,,90,2455008.47434,2014,,Transit,,1.085,5526,,
Kepler-1350 b,0.0436851,0.0199266,0.225,0,4.4968604,,90,,2016,,Transit,0.55,0.53,3827,-0.06,
WASP-70 A b,0.0485382,0.590076,1.164,0,3.7130203,87.12,90,2455736.50348,2014,0.375,Transit,1.106,1.215,5700,-0.01,1.5572
Kepler-933 b,0.109579,0.0191406,0.219,0,14.20443009,,90,,2016,,Transit,0.87,0.84,5346,-0.02,
Kepler-1406 b,0.102102,0.00407386,0.098,0,11.62905828,,90,,2016,,Transit,1.05,1.12,5892,0.04,
Kepler-1530 b,0.035902,0.0121546,0.146,0,2.5904434,,90,,2016,,Transit,0.92,0.88,5477,0.03,
Kepler-400 c,0.131115,0.0115291,0.132929,,17.340824,,90,2454971.96655,2014,,Transit,,1.145,5886,,
Kepler-220 e,0.250899,0.00789025,0.118655,,45.902733,,90,2454999.56251,2014,,Transit,,0.666,4632,,
Kepler-1111 b,0.0860862,0.0147338,0.178,0,8.79617863,,90,,2016,,Transit,1.1,1.15,6077,0.02,
WASP-57 b,0.0386362,0.675887,0.916,0,2.838971,88,90,2455717.87811,2013,0.11576,Transit,0.954,0.836,5600,-0.25,2.3063
HAT-P-37 b,0.0379273,1.17362,1.178,0.058,2.79736,86.9,164,2455642.67,2012,0.89,Transit,0.929,0.877,5500,0.03,
Kepler-198 c,0.264081,0.019315,0.220359,,49.567416,,90,2455002.54001,2014,,Transit,,0.94,5574,,
Kepler-1166 b,0.195344,0.0125233,0.151,0,33.2406882,,90,,2016,,Transit,0.9,0.86,5446,-0.02,
Kepler-458 c,0.146743,0.057999,0.375,0,20.74028413,,90,,2016,,Transit,0.98,1.03,6065,-0.28,
Kepler-1605 b,0.361924,0.00378747,0.096,0,85.7565495,,90,,2016,,Transit,0.86,0.82,5280,-0.01,
Kepler-1222 b,0.0284953,0.00123338,0.07,0,1.91694425,,90,,2016,,Transit,0.84,0.8,5239,-0.04,
Kepler-1635 b,1.13739,0.0409391,0.325,0,469.63111,,90,,2016,,Transit,0.89,0.85,5347,0.06,
Kepler-615 b,0.0837217,0.0128259,0.155,0,10.35584657,,90,,2016,,Transit,0.73,0.69,4655,-0.07,
Kepler-249 b,0.0434366,0.00396389,0.0972433,,3.306539,,90,2454967.371,2014,,Transit,,0.482,3568,,
WASP-106 b,0.089107,1.925,1.085,0,9.289715,89.49,,,2014,1.99,Transit,1.092,1.393,6055,-0.09,0.627
HD 81040 b,1.9372,6.87654,,0.526,1001.7,,81.3,2452504,2006,,RV,0.96,0.918818,5700,-0.16,
HD 208527 b,2.099,10.014,,0.08,875.5,,278,2450745.3,2013,,RV,1.6,41.0489,4035,-0.09,
Kepler-165 b,0.0794582,0.0176845,0.206977,,8.180848,,90,2455009.70113,2014,,Transit,,0.77,5211,,
Kepler-28 b,0.0581375,0.0397121,0.320884,0,5.91213,,90,2454975.6227,2011,,Transit,0.75,0.7,4590,,
Kepler-118 c,0.145024,0.184717,0.685164,,20.17202,,90,2454974.2084,2014,,Transit,,1.094,5274,,
Kepler-1216 b,0.0521389,0.00915206,0.124,0,4.37034536,,90,,2016,,Transit,0.99,0.98,5743,0.03,
HAT-P-32 b,0.0342627,0.861516,1.789,0,2.150008,88.9,0,2454415.982,2011,0.19,Transit,1.16,1.219,6207,-0.04,
GJ 163 c,0.125354,0.0215524,,0.099,25.63058,,3.962,2452922.2303,2013,,RV,0.4,,,,
HD 95089 b,1.38575,1.12925,,0.157,507,,317,2454983,2010,,RV,1.38,4.34001,4950,0,
XO-3 b,0.0477112,13.2849,1.217,0.2884,3.1915426,79.32,346.3,2454024.7278,2008,3.92729,Transit,1.41,2.07898,6429,-0.177,0.65
Kepler-1380 b,0.0914589,0.0101747,0.128,0,10.3108245,,90,,2016,,Transit,0.96,0.94,5570,0.1,
Kepler-478 b,0.103659,0.0223911,0.242,0,13.2217576,,90,,2016,,Transit,0.85,0.8,5210,-0.03,
HD 114729 b,2.10235,0.944758,,0.167,1114,,93,2450520,2003,,RV,0.998,1.46377,5820.94,-0.261741,
Kepler-122 e,0.221179,0.0208911,0.231956,,37.993273,,90,2454996.01553,2014,,Transit,,1.216,6050,,
Kepler-634 b,0.0590906,0.0139495,0.169,0,5.16950177,,90,,2016,,Transit,1.03,1.24,6075,-0.18,
Kepler-881 b,0.0539414,0.0131362,0.159,0,4.44448017,,90,,2016,,Transit,1.06,1.09,5961,0,
Kepler-103 c,0.64119,0.0877632,0.458519,0,179.612,,,,2014,1.47,Transit,1.09,1.44,5845,0.07,0.52
Kepler-997 b,0.0406211,0.00842926,0.121,0,2.70730672,,90,,2016,,Transit,1.22,1.56,6150,0.05,
Kepler-1503 b,0.376527,0.0172355,0.203,0,96.16987,,90,,2016,,Transit,0.77,0.74,5069,-0.19,
HD 100655 b,0.682908,1.33352,,0.085,157.57,,132,2453072.4,2012,,RV,1.71,9.3,4801,-0.02,
Kepler-400 b,0.0848304,0.0122424,0.147203,,9.024389,,90,2454966.53848,2014,,Transit,,1.145,5886,,
Kepler-106 c,0.111348,0.0328478,0.223015,0,13.5708,,,,2014,3.28,Transit,1,1.04,5858,-0.12,1.38
Kepler-113 b,0.0502736,0.013404,0.16237,0,4.754,,,,2014,10.73,Transit,0.75,0.69,4725,0.05,2.71
Kepler-1178 b,0.182381,0.00364938,0.095,0,31.80634,,90,,2016,,Transit,0.8,0.75,4990,-0.05,
Kepler-595 b,0.161025,0.0457295,0.34,0,25.30292332,,90,,2016,,Transit,0.87,0.83,5247,0.08,
HD 142415 b,1.06061,1.66194,,0.5,386.29999,,255,2451519,2004,,RV,1.065,1.11902,5901.98,0.0880335,
Kepler-1359 b,0.274559,0.0240196,0.252,0,59.4970952,,90,,2016,,Transit,0.78,0.72,4709,0.11,
Kepler-785 b,0.0282249,1,1.162,0,1.97376093,,90,,2016,,Transit,0.77,0.71,4739,-0.02,
CoRoT-9 b,0.406991,0.843564,1.05,0.11,95.2738,89.99,37,2454591.853,2010,0.9,Transit,0.99,0.94,5625,-0.01,1.2
HD 114386 b,1.72685,1.3637,,0.23,937.70001,,273,2450454,2004,,RV,0.78,0.637212,4819.64,0.00374012,
HD 103197 b,0.249018,0.0982431,,0,47.84,,0,2454826,2011,,RV,0.9,1.01561,5303,0.21,
Kepler-698 b,0.123396,0.0418568,0.328,0,16.32976218,,90,,2016,,Transit,0.94,0.91,5612,-0.03,
Kepler-1022 b,0.0863273,0.0181548,0.211,0,10.99469878,,90,,2016,,Transit,0.71,0.68,4445,0.06,
7 CMa b,1.80264,2.43233,,0.14,763,,12,2455520,2011,,RV,1.34,2.3,4761,0.21,
K2-3 b,0.0769351,0.0163773,0.195,,10.05403,89.28,,,2015,,Transit,0.601,0.561,3896,-0.32,
Kepler-368 b,0.175473,0.0318107,0.290838,,26.84768,,90,2454975.16776,2014,,Transit,,2.019,5502,,
Kepler-913 b,0.0794059,0.015288,0.184,0,10.29672521,,90,,2016,,Transit,0.63,0.61,4687,-0.52,
Kepler-1224 b,0.116229,0.00796813,0.119,0,13.32351601,,90,,2016,,Transit,1.18,1.22,6155,0.14,
Kepler-335 b,0.0685981,0.0346488,0.302436,,6.562331,,90,2454965.60635,2014,,Transit,,1.854,5877,,
WASP-16 b,0.0417858,0.842294,1.008,0,3.1186009,85.22,90,2454584.42878,2009,1.1039,Transit,1,0.946,5700,0.01,1.21
Kepler-316 b,0.0335097,0.00359062,0.0945669,,2.240508,,90,2454970.82156,2014,,Transit,,0.52,4204,,
HD 152581 b,1.48938,1.51375,,0,689,,321,2455320,2011,,RV,0.927,3.809,5155,-0.46,
KIC 11442793 h,0.996347,0.937417,1.01,,331.60059,89.6,,,2013,,Transit,1.2,1.2,6080,-0.12,
Kepler-103 b,0.127704,0.0305195,0.300624,0,15.9654,,,,2014,1.38,Transit,1.09,1.44,5845,0.07,0.52
Kepler-1426 b,0.115827,0.0116544,0.139,0,14.2563227,,90,,2016,,Transit,1.02,1.02,5831,0.03,
Kepler-993 b,0.127733,0.0263549,0.265,0,22.08557563,,90,,2016,,Transit,0.57,0.54,3843,0.03,
Kepler-338 b,0.112199,0.0189734,0.217682,,13.726976,,90,2454971.74833,2014,,Transit,,1.735,5923,,
Kepler-1588 b,0.0762521,0.00111394,0.068,0,7.84931739,,90,,2016,,Transit,0.96,0.99,5817,-0.14,
Kepler-985 b,0.451946,0.0265453,0.266,0,116.331901,,90,,2016,,Transit,0.91,0.85,5434,0,
Kepler-974 b,0.0409318,0.0117248,0.14,0,4.19449651,,90,,2016,,Transit,0.52,0.5,3687,0.07,
Kepler-1248 b,0.0796726,0.00518721,0.105,0,7.46725407,,90,,2016,,Transit,1.21,1.21,6149,0.24,
Kepler-129 b,0.123186,0.0182069,0.211437,,15.79186,,90,2455009.82166,2014,,Transit,,1.641,5770,,
Kepler-1331 b,0.0149794,0.00351465,0.094,0,0.78916165,,90,,2016,,Transit,0.72,0.69,4508,0.05,
PH-1 b,0.629412,0.100437,0.550851,0.0539,138.506,89.989,348,2454970,2013,,Transit,1.734,1.759,6407,0.21,
Kepler-306 d,0.131044,0.019315,0.220359,,17.326644,,90,2455193.50885,2014,,Transit,,0.719,4954,,
Kepler-37 d,0.212021,0.00577478,0.178,0.102489,39.792187,89.335,107.021,2455006.722,2011,1.35775,Transit,0.803,0.77,5417,-0.32,2.458
Kepler-856 b,0.0774029,0.564251,0.83,0,8.02768059,,90,,2016,,Transit,0.96,0.93,5535,0.12,
HD 13908 c,2.03386,5.13,,0.12,931,,185,2456165,2013,,RV,1.29,1.67,6255,0.01,
HD 125595 b,0.0809437,0.0416764,,0,9.6737,,90,2454435.23,2011,,RV,0.756,1.03336,4908,0.02,
Kepler-1499 b,0.228998,0.0053608,0.106,0,44.2008,,90,,2016,,Transit,0.82,0.78,5097,-0.01,
WASP-79 b,0.0534741,0.887514,1.7,0,3.6623817,85.4,90,2455545.23479,2012,0.18,Transit,1.52,1.64,6600,0.03,0.36
Kepler-1470 b,0.116773,0.00364938,0.095,0,16.2950903,,90,,2016,,Transit,0.8,0.76,4961,-0.01,
Kepler-107 b,0.0423212,0.0116666,0.139174,,3.179997,,90,2454966.49904,2014,,Transit,,1.411,5851,,
Kepler-1040 b,0.667299,0.0154788,0.186,0,201.1214,,90,,2016,,Transit,0.98,0.96,5694,0.01,
Kepler-1542 c,0.0389169,0.000639382,0.058,0,2.89223021,,90,,2016,,Transit,0.94,0.99,5564,0.06,
Kepler-109 c,0.151991,0.0199023,0.224819,0,21.2227,,,,2014,0.65,Transit,1.04,1.32,5952,-0.08,0.65
HIP 57274 c,0.177758,0.410096,,0.05,32.03,,356.2,2455785.208,2012,,RV,0.73,0.68,4640,0.09,
Kepler-30 d,0.534239,0.0726872,0.784384,0.022,143.343,89.84,197,2455171.827,2011,0.19,Transit,0.99,0.95,5498,0.18,2
Kepler-1349 b,0.034023,0.000806332,0.062,0,2.12823928,,90,,2016,,Transit,1.16,1.28,6086,0.03,
Kepler-877 b,0.129482,0.0157709,0.189,0,18.45847097,,90,,2016,,Transit,0.85,0.81,5261,-0.06,
Kepler-720 b,0.0540454,0.381266,0.75,0,4.70832654,,90,,2016,,Transit,0.95,0.92,5618,0,
Kepler-932 b,0.0288756,0.00866602,0.122,0,1.9214374,,90,,2016,,Transit,0.87,0.84,5331,-0.01,
Kepler-1628 b,0.288651,0.112141,0.574,0,76.378033,,90,,2016,,Transit,0.55,0.52,3724,0.17,
Kepler-158 c,0.18282,0.0139923,0.169507,,28.551383,,90,2455018.47678,2014,,Transit,,0.624,4623,,
Kepler-858 b,0.346809,0.0783692,0.434,0,76.13602028,,90,,2016,,Transit,0.96,0.91,5653,-0.04,
Kepler-777 b,0.0522506,0.0109866,0.131,0,5.72812599,,90,,2016,,Transit,0.58,0.56,4043,-0.17,
HD 93083 b,0.476549,0.368176,,0.14,143.58,,333.5,2453181.7,2005,,RV,0.7,1.14863,4995,0.15,
Kepler-970 b,0.113697,0.0231879,0.247,0,16.73652231,,90,,2016,,Transit,0.7,0.67,4511,-0.08,
HD 31253 b,1.26054,0.501427,,0.3,466,,244,2450660,2011,,RV,1.23,1.64612,5960,0.16,
Kepler-1579 b,0.0159542,0.00157306,0.075,0,0.84990789,,90,,2016,,Transit,0.75,0.7,4584,0.11,
Kepler-191 d,0.0608391,0.0172355,0.203,0,5.94504102,,90,,2016,,Transit,0.85,0.79,5282,0.006,
Kepler-357 c,0.128672,0.0218083,0.238201,,16.85837,,90,2454975.34264,2014,,Transit,,0.834,5036,,
Kepler-861 b,0.0457701,0.0172355,0.203,0,3.94963138,,90,,2016,,Transit,0.82,0.78,5047,0.01,
Kepler-1258 b,0.0193089,0.00172655,0.077,0,0.98494017,,90,,2016,,Transit,0.99,0.99,5839,-0.07,
TRAPPIST-1 c,0.0152078,0.00337211,0.0929141,,2.421848,89.5,90,2457362.72618,2016,,Transit,0.08,0.117,2550,0.04,70.92
Kepler-552 b,0.0598041,0.0499388,0.352,0,5.26341577,,90,,2016,,Transit,1.03,1.04,5863,0.01,
HD 89744 b,0.902604,8.18778,,0.673,256.78,,195.1,2451505.5,2000,,RV,1.48,2.02329,6234,0.22,
Kepler-1441 b,0.226767,0.00752338,0.117,0,39.4419839,,90,,2016,,Transit,1,1,5802,0.01,
Kepler-1341 b,0.471386,0.0267373,0.267,0,132.9968322,,90,,2016,,Transit,0.79,0.72,4662,0.19,
Kepler-738 b,0.157366,0.01966,0.223,0,24.58721573,,90,,2016,,Transit,0.86,0.82,5327,-0.09,
HD 183263 c,4.29488,3.47646,,0.23873,3066,,344.598,2451970.94,2009,,RV,1.121,1.11717,5936.41,0.301955,
WASP-42 b,0.0547344,0.496968,1.063,0,4.9816877,88.3,90,2455650.56723,2012,0.546312,Transit,0.881,0.85,5200,0.05,2.01344
Kepler-1612 b,0.047981,0.00325512,0.092,0,3.91795101,,90,,2016,,Transit,0.96,0.94,5643,0.03,
Kepler-885 b,0.143843,0.01966,0.223,0,18.11472949,,90,,2016,,Transit,1.21,1.35,6187,0.11,
Kepler-53 d,0.0893308,0.0157841,0.189134,,9.751962,,90,2454971.7852,2014,,Transit,,0.958,6085,,
Kepler-48 b,0.0532027,0.0123966,0.17133,0,4.778,,,,2011,3.23,Transit,0.88,0.89,5194,0.17,1.98
Kepler-1614 b,0.045182,0.0115494,0.133,0,3.9466141,,90,,2016,,Transit,0.79,0.76,5121,-0.17,
HD 192310 c,1.18358,0.0736073,,0.32,525.8,,110,2455311.915,2011,,RV,0.8,0.847025,5166,-0.04,
HD 1690 b,1.36191,6.52644,,0.64,533,,122,2454449,2011,,RV,1.18,21.1524,4364,-0.29,
HAT-P-41 b,0.0425775,0.800254,1.685,0,2.694047,87.7,90,2454983.86167,2012,0.2,Transit,1.418,1.683,6390,0.21,
Kepler-1493 b,0.121485,0.00965491,0.126,0,15.0217983,,90,,2016,,Transit,1.06,1.29,5863,0.06,
Kepler-42 c,0.00585017,0.000954523,0.0650682,,0.45328509,,,,2011,,Transit,0.13,0.17,3068,-0.48,
Kepler-1492 b,0.117442,0.0115494,0.133,0,16.75255007,,90,,2016,,Transit,0.77,0.72,4712,0.06,
HD 28185 b,1.02341,5.79721,,0.05,379,,44,2454230.5,2001,,RV,0.99,1.00685,5656,0.22,
HIP 97233 b,2.5395,19.8471,,0.61,1058.8,,249.3,2455856.3,2014,,RV,1.93,5.34,5020,0.29,
Kepler-1461 b,0.17214,0.0150076,0.181,0,29.3494775,,90,,2016,,Transit,0.79,0.74,4919,-0.04,
Kepler-846 b,0.140349,0.019398,0.221,0,19.80792185,,90,,2016,,Transit,0.94,0.91,5579,0,
HD 23127 b,2.31864,1.40487,,0.44,1214,,190,2450229,2007,,RV,1.127,1.51172,5752,0.34,
HD 154672 b,0.598618,5.00638,,0.61,163.94,,265,2453045.3,2008,,RV,1.06,1.31501,5714,0.26,
Kepler-275 d,0.212092,0.0333072,0.297083,,35.676062,,90,2454978.00066,2014,,Transit,,1.383,6165,,
Kepler-52 b,0.0630945,0.015593,0.187182,,7.8773565,,,,2011,,Transit,0.54,0.52,4075,,
Kepler-1561 b,0.0200865,0.00392895,0.097,0,1.00520701,,90,,2016,,Transit,1.07,1.11,5957,0.04,
OGLE-TR-10 b,0.0434856,0.62,1.25,0,3.10129,90,90,2452070.222,2005,0.4,Transit,1.14,1.17,5950,0.15,0.735714
Kepler-370 b,0.0539702,0.011856,0.14185,,4.57953,,90,2454968.09728,2014,,Transit,,0.9,5852,,
Kepler-601 b,0.0569124,0.014034,0.17,0,5.37886844,,90,,2016,,Transit,0.85,0.79,5160,-0.02,
gamma Leo A b,1.29554,10.3722,,0.144,428.5,,206.7,2451236,2010,,RV,1.57,27.4346,4428,-0.41,
NN Ser c,6.15467,2.24099,,0.22,5571,,39,2453155,2010,,Timing,,,,,
Kepler-1179 b,0.0356726,0.00774372,0.118,0,2.68505749,,90,,2016,,Transit,0.84,0.81,5212,-0.03,
Kepler-930 b,0.36301,0.0158698,0.19,0,71.4517775,,90,,2016,,Transit,1.25,1.4,6335,0.04,
Kepler-1073 b,0.0826512,0.0174594,0.205,0,8.67888593,,90,,2016,,Transit,1,1,5792,0,
HAT-P-2 b,0.0679088,8.87065,1.157,0.5171,5.6334729,86.72,185.22,2454388.0774003,2007,7.29,Transit,1.308,1.506,6290,0.14,0.429
HAT-P-24 b,0.0465021,0.685857,1.242,0.067,3.35524,88.6,197,2455214.549,2010,0.44,Transit,1.191,1.317,6373,-0.16,
HD 11506 b,2.60488,4.7347,,0.3,1405,,262,2453603,2007,,RV,1.19,1.26275,6058,0.31,
Kepler-758 c,0.0581708,0.0125233,0.151,0,4.75793986,,90,,2016,,Transit,1.16,1.42,6228,-0.1,
tau Boo b,0.0480039,5.95,,0.023,3.312433,44.5,90,2455652.108,1997,,RV,1.341,1.41847,6387.49,0.233627,
Kepler-422 b,0.0812822,1,1.15,0.016,7.8914483,,,2455010.25005,2014,0.38,Transit,1.15,1.24,,,0.86
Kepler-124 c,0.112713,0.0129124,0.156125,,13.821375,,90,2454964.79391,2014,,Transit,,0.636,4984,,
Kepler-1081 b,0.0461241,0.0030088,0.09,0,3.85691855,,90,,2016,,Transit,0.88,0.84,5345,0.01,
Kepler-1539 b,0.481868,0.0222358,0.241,0,133.3036741,,90,,2016,,Transit,0.84,0.8,5176,-0.01,
Kepler-1458 b,0.254946,0.0230257,0.246,0,47.9872764,,90,,2016,,Transit,0.96,0.94,5653,0.02,
Kepler-184 c,0.145651,0.0145328,0.175752,,20.303005,,90,2455009.80167,2014,,Transit,,0.873,5788,,
XO-2S c,0.47557,1.371,,0.1528,120.8,,264.5,2456408.1,2014,,RV,0.982,1.02,5399,0.39,
HD 34445 b,2.06642,0.790506,,0.27,1049,,104,2453781,2010,,RV,1.069,1.39357,5836,0.14,
Kepler-318 b,0.0546218,0.0733215,0.420198,,4.662715,,90,2454967.08179,2014,,Transit,,1.189,5746,,
OGLE-2007-BLG-368L b,,0.0629,,,,,,,2010,,Microlensing,0.64,,,,
KELT-7 b,0.0441609,1.28,1.533,0,2.7347749,83.76,90,,2015,0.422,Transit,1.535,1.732,6789,0.139,0.419
Kepler-1321 c,0.0271739,0.0185165,0.214,0,2.22649109,,90,,2016,,Transit,0.54,0.53,4094,-0.45,
Kepler-1311 c,0.036989,0.00590412,0.109,0,2.53573424,,90,,2016,,Transit,1.05,1.4,5748,0.09,
Kepler-1260 b,0.142675,0.0130579,0.158,0,19.1187753,,90,,2016,,Transit,1.06,1.08,5961,0.01,
HD 125612 b,1.3728,3.06805,,0.45899,559.40487,,41.4902,2454894.84807,2007,,RV,1.1,1.0426,5897,0.24,
Kepler-20 f,0.137859,0.00323095,0.0918085,0,19.57706,88.68,,2454968.219,2011,0,Transit,0.912,0.944,5466,0.02,1.51
Kepler-198 b,0.13337,0.0239491,0.251584,,17.790037,,90,2455015.43638,2014,,Transit,,0.94,5574,,
42 Dra b,1.16693,3.73203,,0.38,479.1,,218.7,2452757.4,2009,,RV,0.92,22.04,4200,-0.46,
Kepler-808 b,0.0131437,0.0107116,0.13,0,0.63133235,,90,,2016,,Transit,0.76,0.71,4653,0.05,
Kepler-216 b,0.0762713,0.0179955,0.209653,,7.693641,,90,2455009.50106,2014,,Transit,,1.26,6091,,
Kepler-292 d,0.0719945,0.0167934,0.198947,,7.055679,,90,2455014.90973,2014,,Transit,,0.826,5299,,
Kepler-53 b,0.136705,0.0249941,0.257599,,18.6489525,,,,2011,,Transit,0.98,0.89,5858,,
Kepler-11 b,0.0914497,0.00597804,0.1604,0.045,10.3039,89.64,45,2455588.553,2011,1.72,Transit,0.961,1.065,5663,0.0182,1.122
HD 153950 b,1.28031,2.74209,,0.34,499.4,,308.2,2454502,2009,,RV,1.12,1.15135,6076,-0.01,
Kepler-69 b,0.104565,0.0168702,0.199661,0.16,13.722341,89.62,,2454964.681,2011,,Transit,0.81,0.93,5638,-0.29,1.37
Kepler-27 c,0.168484,0.0793989,0.436759,0,31.3309,,90,2454986.4274,2011,,Transit,0.65,0.59,5400,0.41,
Kepler-1434 b,0.0894052,0.00422224,0.099,0,8.05333618,,90,,2016,,Transit,1.47,2.04,6291,0.19,
HD 16141 b,0.355656,0.249652,,0.252,75.523,,42,2450338,2000,,RV,1.052,2.05,5793.95,0.170315,
Kepler-221 c,0.0623799,0.0256819,0.261397,,5.690586,,90,2455007.04865,2014,,Transit,,0.821,5243,,
WASP-97 b,0.0330527,1.32,1.13,0,2.07276,88,90,2456438.18683,2013,0.91,Transit,1.12,1.06,5640,0.23,0.93
Kepler-7 b,0.0622369,0.437758,1.478,0,4.885525,86.5,90,2454967.27571,2010,0.166,Transit,1.347,1.843,5933,0.11,0.304
HIP 91258 b,0.0566534,1.068,,0.024,5.0505,,276,2456164.275,2013,,RV,0.95,1,5519,0.23,
Kepler-486 b,0.176071,0.7621,0.981,0,30.36044667,,90,,2016,,Transit,0.79,0.75,4926,-0.04,
WASP-24 b,0.0365155,1.091,1.3,0,2.3412127,83.64,90,2455081.37941,2010,0.487,Transit,1.184,1.331,6075,,0.502
HAT-P-29 b,0.0666842,0.779004,1.107,0.095,5.723186,87.1,169,2455198.664,2011,0.71,Transit,1.207,1.224,6087,0.21,
Kepler-38 b,0.429659,0.0621296,0.387735,0,105.595,89.446,,,2012,,Transit,0.949,1.757,5623,-0.11,0.1749
Kepler-546 b,0.0523044,0.204677,0.624,0,4.14702026,,90,,2016,,Transit,1.11,1.15,5967,0.14,
HD 204313 d,3.94498,1.60642,,0.28,2831.6,,247,2446376.9,2012,,RV,1.02,,5767,0.18,
PSR B1257+12 B,0.321369,0.0135305,,0.0186,66.5419,53,250.4,2449768.1,1992,,Timing,,,,,
Kepler-147 b,0.10603,0.0125754,0.136497,,12.610584,,90,2454971.19015,2014,,Transit,,1.468,6012,,
HD 50554 b,2.26097,4.39876,,0.444,1224,,7.4,2450646,2002,,RV,1.025,1.25271,5928.79,-0.0658389,
HD 11964 c,0.226601,0.0770689,,0.301733,37.910254,,101.941,2454366.648,2007,,RV,1.08,1.76025,5372,0.14,
Kepler-1044 b,0.0718867,0.021778,0.238,0,6.77408868,,90,,2016,,Transit,1.08,1.11,5985,0.04,
Kepler-79 d,0.272969,0.0189,0.653,0.025,52.09059,,55.01,2454991.74508,2014,0.09,Transit,,1.403,6189,,
Kepler-344 c,0.490824,0.0260126,0.263181,,125.596809,,90,2455048.44167,2014,,Transit,,0.976,5774,,
HD 13189 b,1.25186,7.12332,,0.27,471.6,,160.7,2452327.9,2005,,RV,1.17,32.3233,4337,-0.39,
HD 60532 b,0.759258,1.0348,,0.28,201.3,,351.9,2453987,2008,,RV,1.44,2.35065,6095,-0.26,
Kepler-1321 b,0.0794372,0.0802404,0.439,0,11.12830484,,90,,2016,,Transit,0.54,0.53,4094,-0.45,
Kepler-570 b,0.0505272,0.0191406,0.219,0,4.301662,,90,,2016,,Transit,0.93,0.9,5496,0.06,
Kepler-1151 b,0.305198,0.0166923,0.198,0,65.6478424,,90,,2016,,Transit,0.88,0.85,5470,-0.11,
HAT-P-11 b,0.0525443,0.0825354,0.422,0.198,4.8878162,88.5,355.2,2454609.800713,2010,1.33,Transit,0.81,0.75,4780,0.31,2.5127
Kepler-406 b,0.0361437,0.0199792,0.127576,0,2.42629,,90,,2014,11.82,Transit,1.07,1.07,5538,0.18,1.12
Kepler-171 b,0.0506781,0.0178911,0.208761,,4.166972,,90,2455002.71415,2014,,Transit,,0.839,5642,,
Kepler-627 b,0.252724,0.0434306,0.333,0,40.6994443,,90,,2016,,Transit,1.3,1.49,6424,0.05,
Kepler-330 b,0.0799685,0.00829825,0.120439,,8.25978,,90,2454986.98309,2014,,Transit,,0.722,5117,,
HD 104067 b,0.264333,0.185935,,0,55.806,,90,2454043.15,2011,,RV,0.791,0.858425,4969,-0.06,
Kepler-1452 b,0.268995,0.0222358,0.241,0,42.913751,,90,,2016,,Transit,1.41,2.06,6101,0.14,
Kepler-229 b,0.0664249,0.0165098,0.196271,,6.252972,,90,2455004.29884,2014,,Transit,,0.728,5120,,
Kepler-638 b,0.0624727,0.0134548,0.163,0,6.07972888,,90,,2016,,Transit,0.88,0.93,5382,0.04,
Kepler-144 c,0.0914719,0.00829825,0.120439,,10.104665,,90,2454968.55344,2014,,Transit,,1.235,6075,,
