rowid,Star name,planet letter,Method,No de planetas,Periodo dias,Semi eje,excentricidad,Inlcinacion,Masa sin (Mjup),Masa (Mjup),Masa (Mtierra),Radio (Rjup),Radio tierra,Densidad pl gr/cm^3,Año,Teff (K),Masa (Msol),Radio (Rsol),Tipo espectral,Densidad estr (gr/cm^3),Metalicidad,Razón de metalicidad,Edad estr
1209,Kepler-122,e,Transit,5,37.993273,0.227,,,,,,0.232,2.6,,2014,6050,0.99,1.22,,,-0.202,[Fe/H],
1210,Kepler-122,f,Transit Timing Variations,5,56.268,,,,0.113,0.113,36,0.156,1.75,,2014,6050,0.99,1.22,,,-0.202,[Fe/H],
1211,Kepler-1220,b,Transit,1,7.42693741,,,,,,,0.136,1.52,,2016,5842,1,0.99,,,-0.04,[Fe/H],3.63
1212,Kepler-1221,b,Transit,1,12.00096042,,,,,,,0.168,1.88,,2016,5194,0.87,0.82,,,0.09,[Fe/H],4.57
1213,Kepler-1222,b,Transit,1,1.91694425,,,,,,,0.07,0.79,,2016,5239,0.84,0.8,,,-0.04,[Fe/H],4.37
1214,Kepler-1223,b,Transit,1,16.301259,,,,,,,0.109,1.22,,2016,4870,0.8,0.75,,,0.04,[Fe/H],3.63
1215,Kepler-1224,b,Transit,1,13.32351601,,,,,,,0.119,1.33,,2016,6155,1.18,1.22,,,0.14,[Fe/H],2.34
1216,Kepler-1225,b,Transit,1,7.01075434,,,,,,,0.162,1.82,,2016,6140,1.13,1.19,,,0.01,[Fe/H],3.02
1217,Kepler-1226,b,Transit,1,17.2923453,,,,,,,0.129,1.45,,2016,5923,1.02,1.02,,,-0.08,[Fe/H],3.72
1218,Kepler-1227,b,Transit,1,94.2887577,,,,,,,0.204,2.29,,2016,5747,0.97,0.95,,,-0.04,[Fe/H],4.17
1219,Kepler-1228,b,Transit,1,0.57736958,,,,,,,0.137,1.54,,2016,5063,0.78,0.74,,,-0.18,[Fe/H],5.13
1220,Kepler-1229,b,Transit,1,86.828989,,,,,,,0.125,1.4,,2016,3784,0.54,0.51,,,-0.06,[Fe/H],3.72
1221,Kepler-123,b,Transit,2,17.232366,0.135,,,,,,0.262,2.94,,2014,6089,1.03,1.26,,,-0.199,[Fe/H],
1222,Kepler-123,c,Transit,2,26.695074,0.181,,,,,,0.132,1.48,,2014,6089,1.03,1.26,,,-0.199,[Fe/H],
1223,Kepler-1230,b,Transit,1,9.95661537,,,,,,,0.242,2.71,,2016,5961,1.06,1.08,,,0.01,[Fe/H],3.47
1224,Kepler-1231,b,Transit,1,10.41725184,,,,,,,0.127,1.42,,2016,5778,1.01,1,,,0.06,[Fe/H],4.17
1225,Kepler-1232,b,Transit,1,26.7839183,,,,,,,0.172,1.93,,2016,5471,0.92,0.89,,,0.06,[Fe/H],4.79
1226,Kepler-1233,b,Transit,1,45.1263042,,,,,,,0.232,2.6,,2016,6198,1.16,1.25,,,0.02,[Fe/H],2.88
1227,Kepler-1234,b,Transit,1,11.94014029,,,,,,,0.251,2.81,,2016,4967,0.8,0.76,,,0.01,[Fe/H],4.37
1228,Kepler-1235,b,Transit,1,4.16055856,,,,,,,0.07,0.79,,2016,5541,0.93,0.9,,,0.01,[Fe/H],4.57
1229,Kepler-1236,b,Transit,1,31.0571618,,,,,,,0.191,2.14,,2016,5337,0.86,0.82,,,-0.09,[Fe/H],4.07
1230,Kepler-1237,b,Transit,1,84.5733226,,,,,,,0.255,2.86,,2016,5472,0.94,0.9,,,0.12,[Fe/H],4.57
1231,Kepler-1238,b,Transit,1,4.14787559,,,,,,,0.172,1.93,,2016,6386,1.3,1.48,,,0.05,[Fe/H],2.14
1232,Kepler-1239,b,Transit,1,5.19104016,,,,,,,0.259,2.9,,2016,6564,1.4,1.57,,,0.22,[Fe/H],1.62
1233,Kepler-124,b,Transit,3,3.410493,0.039,,,,,,0.065,0.73,,2014,4984,,0.64,,,-0.535,[Fe/H],
1234,Kepler-124,c,Transit,3,13.821375,0.1,,,,,,0.156,1.75,,2014,4984,,0.64,,,-0.535,[Fe/H],
1235,Kepler-124,d,Transit,3,30.950851,0.17,,,,,,0.099,1.11,,2014,4984,,0.64,,,-0.535,[Fe/H],
1236,Kepler-1240,b,Transit,1,4.8663815,,,,,,,0.103,1.15,,2016,5682,0.98,0.96,,,0.04,[Fe/H],4.07
1237,Kepler-1241,b,Transit,1,18.5525701,,,,,,,0.235,2.63,,2016,5261,0.84,0.8,,,-0.09,[Fe/H],4.68
1238,Kepler-1242,b,Transit,1,13.62798432,,,,,,,0.202,2.26,,2016,4895,0.77,0.74,,,-0.05,[Fe/H],5.62
1239,Kepler-1243,b,Transit,1,16.8320729,,,,,,,0.156,1.75,,2016,5667,0.96,0.94,,,0.01,[Fe/H],4.37
1240,Kepler-1244,b,Transit,1,3.70428172,,,,,,,0.12,1.35,,2016,6680,1.46,1.77,,,0.05,[Fe/H],1.7
1241,Kepler-1245,b,Transit,2,4.35409304,,,,,,,0.128,1.44,,2016,5306,0.86,0.83,,,-0.01,[Fe/H],4.57
1242,Kepler-1245,c,Transit,2,2.93658468,,,,,,,0.128,1.44,,2016,5306,0.86,0.83,,,-0.01,[Fe/H],4.57
1243,Kepler-1246,b,Transit,1,11.32271513,,,,,,,0.121,1.36,,2016,4611,0.73,0.69,,,-0.03,[Fe/H],3.89
1244,Kepler-1247,b,Transit,1,13.71220213,,,,,,,0.208,2.33,,2016,5303,0.86,0.82,,,-0.05,[Fe/H],4.68
1245,Kepler-1248,b,Transit,1,7.46725407,,,,,,,0.105,1.18,,2016,6149,1.21,1.21,,,0.24,[Fe/H],1.51
1246,Kepler-1249,b,Transit,1,24.3347127,,,,,,,0.212,2.38,,2016,6202,1.19,1.28,,,0.06,[Fe/H],2.82
1247,Kepler-125,b,Transit,2,4.164389,0.041,,,,,,0.211,2.37,,2014,3810,0.55,0.51,,,0.126,[Fe/H],
1248,Kepler-125,c,Transit,2,5.774464,0.051,,,,,,0.066,0.74,,2014,3810,0.55,0.51,,,0.126,[Fe/H],
1249,Kepler-1250,b,Transit,1,2.60754383,,,,,,,0.171,1.92,,2016,5717,0.99,0.98,,,0.04,[Fe/H],4.57
1250,Kepler-1251,b,Transit,1,45.0904643,,,,,,,0.164,1.84,,2016,5545,0.92,0.89,,,-0.04,[Fe/H],4.79
1251,Kepler-1252,b,Transit,1,15.0540329,,,,,,,0.149,1.67,,2016,5949,1.06,1.09,,,0.03,[Fe/H],3.89
1252,Kepler-1253,b,Transit,1,68.8861915,,,,,,,0.119,1.33,,2016,5850,0.97,1.1,,,-0.14,[Fe/H],7.08
1253,Kepler-1254,b,Transit,3,9.99113313,,,,,,,0.138,1.55,,2016,4985,0.78,0.75,,,-0.1,[Fe/H],5.62
1254,Kepler-1254,c,Transit,3,3.60084276,,,,,,,0.116,1.3,,2016,4985,0.78,0.75,,,-0.1,[Fe/H],5.62
1255,Kepler-1254,d,Transit,3,5.72717226,,,,,,,0.117,1.31,,2016,4985,0.78,0.75,,,-0.1,[Fe/H],5.62
1256,Kepler-1255,b,Transit,1,36.2919336,,,,,,,0.207,2.32,,2016,6018,1.08,1.12,,,0.02,[Fe/H],3.55
1257,Kepler-1256,b,Transit,1,12.4127754,,,,,,,0.133,1.49,,2016,6129,1.17,1.36,,,0.05,[Fe/H],3.72
1258,Kepler-1257,b,Transit,1,2.66831376,,,,,,,0.136,1.52,,2016,5502,0.9,0.87,,,-0.09,[Fe/H],4.37
1259,Kepler-1258,b,Transit,1,0.98494017,,,,,,,0.077,0.86,,2016,5839,0.99,0.99,,,-0.07,[Fe/H],3.89
1260,Kepler-1259,b,Transit,1,0.66308526,,,,,,,0.128,1.43,,2016,5053,0.8,0.77,,,-0.07,[Fe/H],5.25
1261,Kepler-126,b,Transit,3,10.495711,0.099,,,,,,0.136,1.52,,2014,6239,,1.36,,,,,
1262,Kepler-126,c,Transit,3,21.869741,0.162,,,,,,0.141,1.58,,2014,6239,,1.36,,,,,
1263,Kepler-126,d,Transit,3,100.283134,0.448,,,,,,0.223,2.5,,2014,6239,,1.36,,,,,
1264,Kepler-1260,b,Transit,1,19.1187753,,,,,,,0.158,1.77,,2016,5961,1.06,1.08,,,0.01,[Fe/H],3.8
1265,Kepler-1261,b,Transit,1,48.4308991,,,,,,,0.202,2.26,,2016,5006,0.82,0.77,,,0.03,[Fe/H],4.47
1266,Kepler-1262,b,Transit,1,8.67900242,,,,,,,0.162,1.82,,2016,5771,0.99,0.98,,,-0.02,[Fe/H],4.27
1267,Kepler-1263,b,Transit,1,4.55139967,,,,,,,0.102,1.14,,2016,5213,0.84,0.8,,,-0.03,[Fe/H],4.9
1268,Kepler-1264,b,Transit,1,0.96852602,,,,,,,0.105,1.18,,2016,5791,0.99,0.98,,,-0.02,[Fe/H],4.17
1269,Kepler-1265,b,Transit,1,6.49441289,,,,,,,0.12,1.35,,2016,4630,0.71,0.69,,,-0.1,[Fe/H],5.25
1270,Kepler-1266,b,Transit,1,28.474748,,,,,,,0.23,2.58,,2016,5044,0.8,0.76,,,-0.07,[Fe/H],5.13
1271,Kepler-1267,b,Transit,1,13.0313945,,,,,,,0.269,3.01,,2016,6096,1.15,1.2,,,0.07,[Fe/H],3.24
1272,Kepler-1268,b,Transit,1,40.9903986,,,,,,,0.181,2.03,,2016,5904,1.06,1.09,,,0.05,[Fe/H],4.27
1273,Kepler-1269,b,Transit,1,37.3331536,,,,,,,0.145,1.63,,2016,5998,1.1,1.15,,,0.07,[Fe/H],3.55
1274,Kepler-127,b,Transit,3,14.435889,0.125,,,,,,0.125,1.4,,2014,6106,,1.36,,,-0.154,[Fe/H],
1275,Kepler-127,c,Transit,3,29.393195,0.2,,,,,,0.237,2.66,,2014,6106,,1.36,,,-0.154,[Fe/H],
1276,Kepler-127,d,Transit,3,48.630408,0.28,,,,,,0.236,2.64,,2014,6106,,1.36,,,-0.154,[Fe/H],
1277,Kepler-1270,b,Transit,1,6.03356196,,,,,,,0.296,3.32,,2016,5047,1.28,3.38,,,-0.02,[Fe/H],4.37
1278,Kepler-1271,b,Transit,1,3.0255955,,,,,,,0.132,1.48,,2016,6143,1.13,1.23,,,-0.01,[Fe/H],3.63
1279,Kepler-1272,b,Transit,1,51.1309704,,,,,,,0.211,2.37,,2016,5926,1.06,1.09,,,0.06,[Fe/H],3.89
1280,Kepler-1273,b,Transit,1,28.625653,,,,,,,0.222,2.49,,2016,5566,0.94,0.91,,,0.03,[Fe/H],4.47
1281,Kepler-1274,b,Transit,1,6.98152703,,,,,,,0.127,1.42,,2016,6179,1.45,2.17,,,0.11,[Fe/H],2.88
1282,Kepler-1275,b,Transit,1,3.65691115,,,,,,,0.132,1.48,,2016,6296,1.23,1.36,,,0.04,[Fe/H],2.51
1283,Kepler-1276,b,Transit,1,12.5720095,,,,,,,0.106,1.19,,2016,6188,1.14,1.21,,,-0.02,[Fe/H],3.09
1284,Kepler-1277,b,Transit,1,40.8365012,,,,,,,0.143,1.6,,2016,5578,0.94,0.92,,,-0.01,[Fe/H],5.01
1285,Kepler-1278,b,Transit,1,3.23941344,,,,,,,0.09,1.01,,2016,6074,1.11,1.16,,,0.02,[Fe/H],3.31
1286,Kepler-1279,b,Transit,1,23.4774101,,,,,,,0.156,1.75,,2016,6221,1.21,1.33,,,0.06,[Fe/H],2.82
1287,Kepler-128,b,Transit,2,15.09,,,,0.097,0.097,30.7,0.101,1.13,,2013,6090,1.18,1.66,,,-0.048,[Fe/H],
1288,Kepler-128,c,Transit,2,22.804,,,,0.105,0.105,33.3,0.101,1.13,,2013,6090,1.18,1.66,,,-0.048,[Fe/H],
1289,Kepler-1280,b,Transit,1,66.5579057,,,,,,,0.167,1.87,,2016,6227,1.2,1.32,,,0.04,[Fe/H],2.82
1290,Kepler-1281,b,Transit,1,3.11602791,,,,,,,0.146,1.64,,2016,5353,0.87,0.83,,,-0.04,[Fe/H],4.37
1291,Kepler-1282,b,Transit,1,2.13194651,,,,,,,0.138,1.55,,2016,5504,0.92,0.89,,,0.01,[Fe/H],4.57
1292,Kepler-1283,b,Transit,1,12.9460978,,,,,,,0.17,1.91,,2016,6175,1.16,1.25,,,0.04,[Fe/H],2.88
1293,Kepler-1284,b,Transit,1,0.66407381,,,,,,,0.108,1.21,,2016,5123,0.84,0.79,,,0.03,[Fe/H],4.47
1294,Kepler-1285,b,Transit,1,14.7967458,,,,,,,0.087,0.97,,2016,6170,1.2,1.28,,,0.16,[Fe/H],2.75
1295,Kepler-1286,b,Transit,1,11.25402929,,,,,,,0.192,2.15,,2016,5753,1,0.98,,,0.03,[Fe/H],4.17
1296,Kepler-1287,b,Transit,1,11.47685909,,,,,,,0.137,1.54,,2016,5715,0.96,0.94,,,-0.05,[Fe/H],4.07
1297,Kepler-1288,b,Transit,1,2.76122421,,,,,,,0.1,1.12,,2016,6132,1.2,1.29,,,0.14,[Fe/H],2.88
1298,Kepler-1289,b,Transit,1,7.99019627,,,,,,,0.136,1.52,,2016,6080,1.1,1.17,,,0.02,[Fe/H],2.95
1299,Kepler-129,b,Transit,2,15.79186,0.131,,,,,,0.211,2.37,,2014,5770,1.18,1.64,,,,,
1300,Kepler-129,c,Transit,2,82.20017,0.393,,,,,,0.227,2.55,,2014,5770,1.18,1.64,,,,,
1301,Kepler-1290,b,Transit,1,4.69500134,,,,,,,0.127,1.42,,2016,5660,0.95,0.93,,,-0.02,[Fe/H],4.07
1302,Kepler-1291,b,Transit,1,8.63043276,,,,,,,0.148,1.66,,2016,5216,0.84,0.8,,,-0.04,[Fe/H],4.9
1303,Kepler-1292,b,Transit,1,3.27646405,,,,,,,0.162,1.82,,2016,5556,0.95,0.93,,,0.08,[Fe/H],4.68
1304,Kepler-1293,b,Transit,1,5.57654784,,,,,,,0.087,0.97,,2016,6241,1.18,1.28,,,0,[Fe/H],2.82
1305,Kepler-1294,b,Transit,1,115.6862258,,,,,,,0.285,3.19,,2016,5776,0.99,0.97,,,-0.03,[Fe/H],3.98
1306,Kepler-1295,b,Transit,1,3.81371974,,,,,,,0.138,1.55,,2016,5486,0.92,0.89,,,0.04,[Fe/H],4.68
