NAME,Semi-eje (UA),Masa pl (Mjup),Rpl (R jup),Densidad pl (gr/cm^3),Periodo (dias),excentricidad,I deg,Año,Nombre estr,Masa estr (Msol),Radio estr (Rsol),Teff,Densidad estr g/cm^3,Metalicidad,Metodo
Kepler-1093 c,0.408538,0.0144664,0.175,,89.722292,0,,2016,Kepler-1093,1.13,1.2,6166,,-0.01,Transit
Kepler-1094 b,0.373544,0.0302544,0.284,,78.1000231,0,,2016,Kepler-1094,1.14,1.21,6112,,0.06,Transit
Kepler-1095 b,0.0504666,0.00571923,0.108,,4.27103091,0,,2016,Kepler-1095,0.94,0.92,5658,,-0.09,Transit
Kepler-1096 b,0.0345893,0.00628541,0.111,,2.89221751,0,,2016,Kepler-1096,0.66,0.63,4306,,-0.1,Transit
Kepler-1097 b,0.600611,0.0318486,0.291,,187.747029,0,,2016,Kepler-1097,0.82,0.79,5211,,-0.11,Transit
Kepler-1098 b,0.0363405,0.00730709,0.116,,2.54307286,0,,2016,Kepler-1098,0.99,0.99,5794,,-0.02,Transit
Kepler-1099 b,0.0328963,0.0240196,0.252,,2.16845259,0,,2016,Kepler-1099,1.01,1,5837,,-0.02,Transit
Kepler-11 b,0.0914497,0.00597804,0.1604,1.72,10.3039,0.045,89.64,2011,Kepler-11,0.961,1.065,5663,1.122,0.0182,Transit
Kepler-11 c,0.106909,0.00912437,0.255816,0.66,13.0241,0.0256125,89.59,2011,Kepler-11,0.961,1.065,5663,1.122,0.0182,Transit
Kepler-11 d,0.154764,0.0229683,0.2781,1.28,22.6845,0.0036055,89.67,2011,Kepler-11,0.961,1.065,5663,1.122,0.0182,Transit
Kepler-11 e,0.19466,0.0264312,0.373377,0.58,31.9996,0.012,88.89,2011,Kepler-11,0.961,1.1,5663,1.122,0,Transit
Kepler-11 f,0.250413,0.00723031,0.221888,0.69,46.6888,0.013,89.47,2011,Kepler-11,0.961,1.065,5663,1.122,0,Transit
Kepler-11 g,0.465624,0.0332233,0.296741,1.19855,118.3807,0,89.87,2011,Kepler-11,0.961,1.1,5663,1.122,0,Transit
Kepler-110 b,0.106481,0.013476,0.163262,,12.691112,,,2014,Kepler-110,,1.149,5960,,,Transit
Kepler-110 c,0.196107,0.0166036,0.197163,,31.719775,,,2014,Kepler-110,,1.149,5960,,,Transit
Kepler-1100 b,0.0720524,0.0129028,0.156,,6.42200058,0,,2016,Kepler-1100,1.21,1.34,6247,,0.05,Transit
Kepler-1101 b,0.359829,0.0192688,0.22,,81.3151059,0,,2016,Kepler-1101,0.94,0.91,5614,,-0.04,Transit
Kepler-1102 b,0.266647,0.021628,0.237,,51.3285623,0,,2016,Kepler-1102,0.96,0.94,5724,,-0.08,Transit
Kepler-1103 b,0.148265,0.0172355,0.203,,19.79191978,0,,2016,Kepler-1103,1.11,1.15,6092,,-0.01,Transit
Kepler-1104 b,0.0627651,0.00609283,0.11,,5.03728015,0,,2016,Kepler-1104,1.3,1.41,6417,,0.13,Transit
Kepler-1105 b,0.0470338,0.0148244,0.179,,4.42157218,0,,2016,Kepler-1105,0.71,0.68,4299,,0.28,Transit
Kepler-1106 b,0.0235482,0.0122275,0.147,,1.25275217,0,,2016,Kepler-1106,1.11,1.17,6104,,0,Transit
Kepler-1107 b,0.01281,0.00819664,0.12,,0.57103852,0,,2016,Kepler-1107,0.86,0.82,5268,,0.01,Transit
Kepler-1108 b,0.0511944,0.0107116,0.13,,4.51005748,0,,2016,Kepler-1108,0.88,0.84,5406,,-0.09,Transit
Kepler-1109 b,0.223437,0.0163773,0.195,,37.6467384,0,,2016,Kepler-1109,1.05,1.06,5893,,0.04,Transit
Kepler-111 b,0.043745,0.0117926,0.140958,,3.341815,,,2014,Kepler-111,,1.157,5952,,,Transit
Kepler-111 c,0.723521,0.159251,0.651262,,224.784608,,,2014,Kepler-111,,1.157,5952,,,Transit
Kepler-1110 b,0.0801106,0.021628,0.237,,9.69312032,0,,2016,Kepler-1110,0.73,0.7,4781,,-0.16,Transit
Kepler-1111 b,0.0860862,0.0147338,0.178,,8.79617863,0,,2016,Kepler-1111,1.1,1.15,6077,,0.02,Transit
Kepler-1112 b,0.127487,0.0271261,0.269,,14.36267939,0,,2016,Kepler-1112,1.34,1.54,6496,,0.04,Transit
Kepler-1113 b,0.246742,0.0238504,0.251,,42.3004954,0,,2016,Kepler-1113,1.12,1.17,5931,,0.18,Transit
Kepler-1114 b,0.113504,0.00819664,0.12,,14.97435694,0,,2016,Kepler-1114,0.87,0.83,5374,,-0.08,Transit
Kepler-1115 b,0.188086,0.0125983,0.152,,23.5540725,0,,2016,Kepler-1115,1.6,1.73,8480,,-0.51,Transit
Kepler-1116 b,0.231343,0.0201979,0.227,,41.6977827,0,,2016,Kepler-1116,0.95,0.93,5641,,0.01,Transit
Kepler-1117 b,0.0546708,0.00422224,0.099,,4.79028459,0,,2016,Kepler-1117,0.95,0.93,5612,,0.03,Transit
Kepler-1118 b,0.220779,0.0227057,0.244,,38.6715075,0,,2016,Kepler-1118,0.96,0.97,5688,,0,Transit
Kepler-1119 b,0.0832447,0.0141192,0.171,,8.3265153,0,,2016,Kepler-1119,1.11,1.17,6083,,0.03,Transit
Kepler-112 b,0.080928,0.0181008,0.210545,,8.408878,,,2014,Kepler-112,,0.841,5544,,,Transit
Kepler-112 c,0.182918,0.0185304,0.214114,,28.574263,,,2014,Kepler-112,,0.841,5544,,,Transit
Kepler-1120 b,0.0370474,0.00890695,0.123,,2.94902905,0,,2016,Kepler-1120,0.78,0.74,4904,,-0.04,Transit
Kepler-1121 b,0.1187,0.014034,0.17,,13.15141081,0,,2016,Kepler-1121,1.29,1.59,6231,,0.12,Transit
Kepler-1122 b,0.230686,0.0151003,0.182,,42.1917357,0,,2016,Kepler-1122,0.92,0.89,5544,,-0.03,Transit
Kepler-1123 b,0.0508228,0.0123746,0.149,,4.33946454,0,,2016,Kepler-1123,0.93,0.9,5500,,0.05,Transit
Kepler-1124 b,0.0277394,0.00688654,0.114,,2.85234897,0,,2016,Kepler-1124,0.35,0.34,3658,,-0.59,Transit
Kepler-1125 b,0.130519,0.0135358,0.164,,17.6700642,0,,2016,Kepler-1125,0.95,0.94,5683,,-0.09,Transit
Kepler-1126 b,0.433249,0.0127496,0.154,,108.593329,0,,2016,Kepler-1126,0.92,0.93,5798,,-0.26,Transit
Kepler-1127 b,0.0575745,0.0144664,0.175,,5.12330347,0,,2016,Kepler-1127,0.97,0.95,5664,,0.04,Transit
Kepler-1128 b,0.29908,0.0412428,0.326,,61.6178167,0,,2016,Kepler-1128,0.94,0.91,5543,,0.04,Transit
Kepler-1129 b,0.164368,0.0261661,0.264,,24.3397804,0,,2016,Kepler-1129,1,1,5831,,-0.04,Transit
Kepler-1129 c,0.352794,0.0227057,0.244,,76.5369586,0,,2016,Kepler-1129,1,1,5831,,-0.04,Transit
Kepler-113 b,0.0502736,0.013404,0.16237,10.73,4.754,0,,2014,Kepler-113,0.75,0.69,4725,2.71,0.05,Transit
Kepler-1130 b,0.0585387,0.00129651,0.071,,5.45298175,0,,2016,Kepler-1130,0.9,0.81,5403,,-0.06,Transit
Kepler-1131 b,0.0458416,0.0118667,0.142,,3.53232449,0,,2016,Kepler-1131,1.03,1.04,5851,,0.05,Transit
Kepler-1132 b,0.295466,0.0180364,0.21,,62.8916228,0,,2016,Kepler-1132,0.87,0.83,5298,,-0.01,Transit
Kepler-1133 b,0.0976404,0.0145548,0.176,,11.55562343,0,,2016,Kepler-1133,0.93,0.9,5569,,-0.02,Transit
Kepler-1134 b,0.12272,0.0214793,0.236,,17.13263989,0,,2016,Kepler-1134,0.84,0.81,5281,,-0.1,Transit
Kepler-1135 b,0.3493,0.0136174,0.165,,76.957857,0,,2016,Kepler-1135,0.96,0.94,5656,,0.02,Transit
Kepler-1136 b,0.0311079,0.0121546,0.146,,2.36172433,0,,2016,Kepler-1136,0.72,0.68,4512,,0.03,Transit
Kepler-1137 b,0.185991,0.0164814,0.196,,23.9210791,0,,2016,Kepler-1137,1.5,1.84,6807,,0.05,Transit
Kepler-1138 b,0.0415217,0.0125983,0.152,,3.17060005,0,,2016,Kepler-1138,0.95,0.92,5582,,0.04,Transit
Kepler-1139 b,0.016702,0.0053608,0.106,,0.81316672,0,,2016,Kepler-1139,0.94,0.91,5550,,0.05,Transit
Kepler-114 b,0.0586548,0.00656354,0.11241,,5.188549,,,2014,Kepler-114,,0.667,4605,,,Transit
Kepler-1140 b,0.148956,0.0231879,0.247,,24.0862707,0,,2016,Kepler-1140,0.76,0.73,4850,,-0.08,Transit
Kepler-1141 b,0.0346536,0.00142986,0.073,,2.34451194,0,,2016,Kepler-1141,1.01,1.07,5791,,0.04,Transit
Kepler-1142 b,0.134547,0.0109866,0.131,,18.3027248,0,,2016,Kepler-1142,0.97,0.96,5685,,0.02,Transit
Kepler-1143 b,0.0370047,0.0123746,0.149,,2.88890485,0,,2016,Kepler-1143,0.81,0.77,5053,,-0.06,Transit
Kepler-1143 c,0.645826,0.0397462,0.321,,210.630591,0,,2016,Kepler-1143,0.81,0.77,5053,,-0.06,Transit
Kepler-1144 b,0.12926,0.0147338,0.178,,17.14647302,0,,2016,Kepler-1144,0.98,0.96,5753,,-0.03,Transit
Kepler-1145 b,0.0453661,0.00940137,0.125,,3.97076766,0,,2016,Kepler-1145,0.79,0.75,5064,,-0.13,Transit
Kepler-1146 b,0.0313094,0.00609283,0.11,,2.3522658,0,,2016,Kepler-1146,0.74,0.7,4692,,-0.06,Transit
Kepler-1147 b,0.0973596,0.0210409,0.233,,10.62784997,0,,2016,Kepler-1147,1.09,1.14,5941,,0.11,Transit
Kepler-1148 b,0.0194926,0.0125233,0.151,,1.10446351,0,,2016,Kepler-1148,0.81,0.77,5054,,-0.02,Transit
Kepler-1149 b,0.0473895,0.0101747,0.128,,3.73089898,0,,2016,Kepler-1149,1.02,1.01,5833,,0.02,Transit
Kepler-115 b,0.0351175,0.00396389,0.0972433,,2.403679,,,2014,Kepler-115,,1.205,5979,,,Transit
Kepler-115 c,0.0846204,0.0208911,0.231956,,8.990889,,,2014,Kepler-115,,1.205,5979,,,Transit
Kepler-1150 b,0.0353774,0.00313024,0.091,,2.78786839,0,,2016,Kepler-1150,0.76,0.72,4754,,0.01,Transit
Kepler-1151 b,0.305198,0.0166923,0.198,,65.6478424,0,,2016,Kepler-1151,0.88,0.85,5470,,-0.11,Transit
Kepler-1152 b,0.0223609,0.0018073,0.078,,1.64680191,0,,2016,Kepler-1152,0.55,0.53,3964,,-0.25,Transit
Kepler-1153 b,0.0276021,0.0127496,0.154,,1.75583533,0,,2016,Kepler-1153,0.91,0.88,5470,,0.03,Transit
Kepler-1154 b,0.0633282,0.017919,0.209,,5.1856142,0,,2016,Kepler-1154,1.26,1.43,6327,,0.04,Transit
Kepler-1154 c,0.0877495,0.0181548,0.211,,8.45808312,0,,2016,Kepler-1154,1.26,1.43,6327,,0.04,Transit
Kepler-1155 b,0.205268,0.0150076,0.181,,33.469743,0,,2016,Kepler-1155,1.03,1.03,5842,,0.04,Transit
Kepler-1156 b,0.101981,0.00774372,0.118,,11.89520511,0,,2016,Kepler-1156,1,1,5778,,0.02,Transit
Kepler-1157 b,0.0483728,0.00392895,0.097,,4.45743164,0,,2016,Kepler-1157,0.76,0.71,4679,,0.05,Transit
Kepler-1158 b,0.124667,0.017919,0.209,,13.5396293,0,,2016,Kepler-1158,1.41,1.95,6203,,0.18,Transit
Kepler-1159 b,0.166307,0.0181548,0.211,,22.70816791,0,,2016,Kepler-1159,1.19,1.28,6217,,0.04,Transit
Kepler-116 b,0.0643964,0.0353405,0.305112,,5.968734,,,2014,Kepler-116,,1.454,6142,,,Transit
Kepler-116 c,0.108599,0.0174811,0.205192,,13.07163,,,2014,Kepler-116,,1.454,6142,,,Transit
Kepler-1160 b,0.0759488,0.0159697,0.191,,7.97034958,0,,2016,Kepler-1160,0.92,0.89,5519,,0.01,Transit
Kepler-1161 b,0.0797661,0.0158698,0.19,,10.71252541,0,,2016,Kepler-1161,0.59,0.57,4253,,-0.35,Transit
Kepler-1162 b,0.191967,0.0165864,0.197,,32.5637069,0,,2016,Kepler-1162,0.89,0.84,5390,,-0.03,Transit
Kepler-1163 b,0.0699509,0.00325512,0.092,,6.11786898,0,,2016,Kepler-1163,1.22,1.35,6302,,0.02,Transit
Kepler-1164 b,0.0465276,0.00437411,0.1,,3.97599768,0,,2016,Kepler-1164,0.85,0.79,5183,,-0.03,Transit
Kepler-1165 b,0.0912977,0.0115843,0.138,,9.478522,0,,2016,Kepler-1165,1.13,1.18,6080,,0.05,Transit
Kepler-1166 b,0.195344,0.0125233,0.151,,33.2406882,0,,2016,Kepler-1166,0.9,0.86,5446,,-0.02,Transit
Kepler-1167 b,0.0181392,0.0126737,0.153,,1.00393374,0,,2016,Kepler-1167,0.79,0.75,4971,,-0.05,Transit
Kepler-1168 b,0.272889,0.01966,0.223,,55.8226539,0,,2016,Kepler-1168,0.87,0.82,5157,,0.13,Transit
Kepler-1169 b,0.0702714,0.00235177,0.084,,6.11009134,0,,2016,Kepler-1169,1.24,1.23,6191,,0.26,Transit
Kepler-117 b,0.138351,0.194248,0.696762,,18.795952,,,2014,Kepler-117,,1.471,6169,,,Transit
Kepler-117 c,0.268407,0.923754,1.00812,,50.790412,,,2014,Kepler-117,,1.471,6169,,,Transit
Kepler-1170 b,0.0842697,0.0186391,0.215,,9.98969327,0,,2016,Kepler-1170,0.8,0.76,5069,,-0.09,Transit
Kepler-1171 b,0.0291019,0.0203354,0.228,,1.44259224,0,,2016,Kepler-1171,1.58,1.95,7044,,-0.01,Transit
Kepler-1172 b,0.167139,0.0304768,0.285,,26.0204423,0,,2016,Kepler-1172,0.92,0.89,5558,,-0.04,Transit
Kepler-1173 b,0.0156331,0.00189081,0.079,,0.7698536,0,,2016,Kepler-1173,0.86,0.82,5252,,0,Transit
Kepler-1174 b,0.0718111,0.0118667,0.142,,6.89225223,0,,2016,Kepler-1174,1.04,1.04,5936,,-0.04,Transit
Kepler-1175 b,0.213368,0.0267373,0.267,,37.94563,0,,2016,Kepler-1175,0.9,0.86,5453,,-0.04,Transit
Kepler-1176 b,0.164164,0.0191406,0.219,,24.1738579,0,,2016,Kepler-1176,1.01,1.02,5844,,-0.01,Transit
Kepler-1177 b,0.436075,0.014034,0.17,,106.247547,0,,2016,Kepler-1177,0.98,0.97,5712,,0.02,Transit
Kepler-1178 b,0.182381,0.00364938,0.095,,31.80634,0,,2016,Kepler-1178,0.8,0.75,4990,,-0.05,Transit
Kepler-1179 b,0.0356726,0.00774372,0.118,,2.68505749,0,,2016,Kepler-1179,0.84,0.81,5212,,-0.03,Transit
Kepler-118 b,0.0751093,0.014454,0.174859,,7.518496,,,2014,Kepler-118,,1.094,5274,,,Transit
Kepler-118 c,0.145024,0.184717,0.685164,,20.17202,,,2014,Kepler-118,,1.094,5274,,,Transit
Kepler-1180 b,0.132431,0.0147338,0.178,,16.8601286,0,,2016,Kepler-1180,1.09,1.14,6077,,0,Transit
Kepler-1181 b,0.0594394,0.0117248,0.14,,4.89337519,0,,2016,Kepler-1181,1.17,1.3,6176,,0.03,Transit
Kepler-1182 b,0.0991034,0.0186391,0.215,,11.17394617,0,,2016,Kepler-1182,1.04,1.05,5924,,0.01,Transit
Kepler-1183 b,0.182625,0.0240196,0.252,,28.5057189,0,,2016,Kepler-1183,1,0.99,5765,,0.04,Transit
Kepler-1184 b,0.282775,0.0219292,0.239,,53.5991044,0,,2016,Kepler-1184,1.05,1.07,5983,,-0.04,Transit
Kepler-1185 b,0.427921,0.00796813,0.119,,104.3518976,0,,2016,Kepler-1185,0.96,0.87,5622,,-0.04,Transit
Kepler-1186 b,0.12255,0.0167991,0.199,,16.07677615,0,,2016,Kepler-1186,0.95,0.93,5635,,0,Transit
Kepler-1187 b,0.141438,0.0210409,0.233,,18.87064068,0,,2016,Kepler-1187,1.06,1.09,5975,,-0.01,Transit
Kepler-1188 b,0.131797,0.0154788,0.186,,17.1369543,0,,2016,Kepler-1188,1.04,1.06,5913,,0,Transit
Kepler-1189 b,0.0492454,0.0130579,0.158,,3.78858982,0,,2016,Kepler-1189,1.11,1.16,6012,,0.08,Transit
Kepler-119 b,0.0352966,0.0397965,0.321171,,2.422082,,,2014,Kepler-119,,0.839,5595,,,Transit
Kepler-119 c,0.050338,0.00216566,0.0820769,,4.125103,,,2014,Kepler-119,,0.839,5595,,,Transit
Kepler-1190 b,0.0854126,0.00796813,0.119,,10.45843441,0,,2016,Kepler-1190,0.76,0.72,4730,,-0.02,Transit
Kepler-1191 b,0.0584627,0.0121297,0.135,,5.60014851,0,,2016,Kepler-1191,0.85,0.81,5308,,-0.08,Transit
Kepler-1192 b,0.159985,0.0181548,0.211,,25.2034787,0,,2016,Kepler-1192,0.86,0.83,5438,,-0.16,Transit
Kepler-1193 b,0.0401985,0.00774372,0.118,,2.83265213,0,,2016,Kepler-1193,1.08,1.21,5908,,0.12,Transit
Kepler-1194 b,0.122862,0.0121297,0.135,,16.22371307,0,,2016,Kepler-1194,0.94,0.92,5590,,0,Transit
Kepler-1195 b,0.0737068,0.0154788,0.186,,8.49642241,0,,2016,Kepler-1195,0.74,0.71,4965,,-0.25,Transit
Kepler-1196 b,0.318069,0.0167991,0.199,,66.1849031,0,,2016,Kepler-1196,0.98,0.97,5756,,0,Transit
Kepler-1197 b,0.0289045,0.00648186,0.112,,2.03231845,0,,2016,Kepler-1197,0.78,0.72,4708,,0.06,Transit
Kepler-1198 b,0.0743912,0.0109866,0.131,,7.6847716,0,,2016,Kepler-1198,0.93,0.9,5517,,0.03,Transit
Kepler-1199 b,0.116835,0.00485109,0.103,,15.0447198,0,,2016,Kepler-1199,0.94,1.17,5889,,-0.27,Transit
Kepler-12 b,0.0556348,0.431956,1.695,0.111,4.4379637,0,88.76,2011,Kepler-12,1.166,1.483,5947,0.4956,0.07,Transit
Kepler-120 b,0.0668458,0.0160511,0.19181,,6.312501,,,2014,Kepler-120,,0.534,4096,,,Transit
Kepler-120 c,0.107059,0.0125754,0.136497,,12.794585,,,2014,Kepler-120,,0.534,4096,,,Transit
Kepler-1200 b,0.0190745,0.00364938,0.095,,1.11854972,0,,2016,Kepler-1200,0.74,0.7,4612,,0.04,Transit
Kepler-1201 b,0.125745,0.0173469,0.204,,15.18725932,0,,2016,Kepler-1201,1.15,1.24,6177,,0.03,Transit
Kepler-1202 b,0.185207,0.0257931,0.262,,28.6851324,0,,2016,Kepler-1202,1.03,1.04,5834,,0.06,Transit
Kepler-1203 b,0.0118373,0.00364938,0.095,,0.58800076,0,,2016,Kepler-1203,0.64,0.61,4105,,0.01,Transit
Kepler-1204 b,0.384289,0.0277215,0.272,,85.7350285,0,,2016,Kepler-1204,1.03,1.03,5825,,0.06,Transit
Kepler-1205 b,0.0194186,0.00965491,0.126,,1.07839035,0,,2016,Kepler-1205,0.84,0.81,5226,,-0.04,Transit
Kepler-1206 b,0.0207092,0.0121546,0.146,,1.21699766,0,,2016,Kepler-1206,0.8,0.75,4877,,0.07,Transit
Kepler-1207 b,0.114152,0.0120821,0.145,,13.68237119,0,,2016,Kepler-1207,1.06,1.06,5909,,0.05,Transit
Kepler-1208 b,0.0903224,0.0176872,0.207,,11.08507637,0,,2016,Kepler-1208,0.8,0.76,5001,,-0.03,Transit
Kepler-1209 b,0.181042,0.0121297,0.135,,25.369116,0,,2016,Kepler-1209,1.23,1.38,6210,,0.12,Transit
Kepler-121 b,0.0422983,0.0178911,0.208761,,3.177422,,,2014,Kepler-121,,0.701,5311,,,Transit
Kepler-121 c,0.23273,0.0171819,0.202516,,41.008011,,,2014,Kepler-121,,0.701,5311,,,Transit
Kepler-1210 b,0.0771394,0.0125983,0.152,,8.07124073,0,,2016,Kepler-1210,0.94,0.92,5568,,0.04,Transit
Kepler-1211 b,0.0955953,0.0201979,0.227,,11.01816836,0,,2016,Kepler-1211,0.96,0.94,5705,,-0.08,Transit
Kepler-1212 b,0.111358,0.0159697,0.191,,12.94130146,0,,2016,Kepler-1212,1.1,1.15,6051,,0.03,Transit
Kepler-1213 b,0.0625366,0.0053608,0.106,,5.34982412,0,,2016,Kepler-1213,1.14,1.21,6050,,0.13,Transit
Kepler-1214 b,0.131197,0.0181548,0.211,,18.82634264,0,,2016,Kepler-1214,0.85,0.8,5130,,0.05,Transit
Kepler-1215 b,0.0544938,0.00590412,0.109,,4.76703963,0,,2016,Kepler-1215,0.95,0.93,5616,,0.01,Transit
Kepler-1216 b,0.0521389,0.00915206,0.124,,4.37034536,0,,2016,Kepler-1216,0.99,0.98,5743,,0.03,Transit
Kepler-1217 b,0.0320163,0.0147338,0.178,,2.03232507,0,,2016,Kepler-1217,1.06,1.08,5905,,0.07,Transit
Kepler-1218 b,0.161019,0.0101747,0.128,,22.9221266,0,,2016,Kepler-1218,1.06,1.1,5986,,-0.02,Transit
Kepler-1219 b,0.134445,0.0157709,0.189,,16.10467749,0,,2016,Kepler-1219,1.25,1.94,5944,,0.05,Transit
Kepler-122 b,0.0629312,0.0178911,0.208761,,5.766193,,,2014,Kepler-122,,1.216,6050,,,Transit
Kepler-122 c,0.105218,0.115399,0.523686,,12.465988,,,2014,Kepler-122,,1.216,6050,,,Transit
Kepler-122 d,0.151731,0.0165098,0.196271,,21.587475,,,2014,Kepler-122,,1.216,6050,,,Transit
Kepler-122 e,0.221179,0.0208911,0.231956,,37.993273,,,2014,Kepler-122,,1.216,6050,,,Transit
Kepler-1220 b,0.0744983,0.0124263,0.136,,7.42693741,0,,2016,Kepler-1220,1,0.99,5842,,-0.04,Transit
Kepler-1221 b,0.0979318,0.0138656,0.168,,12.00096042,0,,2016,Kepler-1221,0.87,0.82,5194,,0.09,Transit
Kepler-1222 b,0.0284953,0.00123338,0.07,,1.91694425,0,,2016,Kepler-1222,0.84,0.8,5239,,-0.04,Transit
Kepler-1223 b,0.116802,0.00590412,0.109,,16.301259,0,,2016,Kepler-1223,0.8,0.75,4870,,0.04,Transit
Kepler-1224 b,0.116229,0.00796813,0.119,,13.32351601,0,,2016,Kepler-1224,1.18,1.22,6155,,0.14,Transit
Kepler-1225 b,0.0746694,0.0133743,0.162,,7.01075434,0,,2016,Kepler-1225,1.13,1.19,6140,,0.01,Transit
Kepler-1226 b,0.131737,0.010441,0.129,,17.2923453,0,,2016,Kepler-1226,1.02,1.02,5923,,-0.08,Transit
Kepler-1227 b,0.401332,0.0173469,0.204,,94.2887577,0,,2016,Kepler-1227,0.97,0.95,5747,,-0.04,Transit
Kepler-1228 b,0.0124913,0.0115145,0.137,,0.57736958,0,,2016,Kepler-1228,0.78,0.74,5063,,-0.18,Transit
Kepler-1229 b,0.312498,0.00940137,0.125,,86.828989,0,,2016,Kepler-1229,0.54,0.51,3784,,-0.06,Transit
Kepler-123 b,0.130568,0.0258466,0.262289,,17.232366,,,2014,Kepler-123,,1.264,6089,,,Transit
Kepler-123 c,0.174808,0.0112762,0.132037,,26.695074,,,2014,Kepler-123,,1.264,6089,,,Transit
Kepler-1230 b,0.0923527,0.0223911,0.242,,9.95661537,0,,2016,Kepler-1230,1.06,1.08,5961,,0.01,Transit
Kepler-1231 b,0.0936589,0.00991268,0.127,,10.41725184,0,,2016,Kepler-1231,1.01,1,5778,,0.06,Transit
Kepler-1232 b,0.170393,0.014205,0.172,,26.7839183,0,,2016,Kepler-1232,0.92,0.89,5471,,0.06,Transit
Kepler-1233 b,0.260643,0.0208973,0.232,,45.1263042,0,,2016,Kepler-1233,1.16,1.25,6198,,0.02,Transit
Kepler-1234 b,0.0949095,0.0238504,0.251,,11.94014029,0,,2016,Kepler-1234,0.8,0.76,4967,,0.01,Transit
Kepler-1235 b,0.0494161,0.00123338,0.07,,4.16055856,0,,2016,Kepler-1235,0.93,0.9,5541,,0.01,Transit
Kepler-1236 b,0.183885,0.0159697,0.191,,31.0571618,0,,2016,Kepler-1236,0.86,0.82,5337,,-0.09,Transit
Kepler-1237 b,0.369378,0.024536,0.255,,84.5733226,0,,2016,Kepler-1237,0.94,0.9,5472,,0.12,Transit
Kepler-1238 b,0.0551406,0.014205,0.172,,4.14787559,0,,2016,Kepler-1238,1.3,1.48,6386,,0.05,Transit
Kepler-1239 b,0.0656375,0.0252452,0.259,,5.19104016,0,,2016,Kepler-1239,1.4,1.57,6564,,0.22,Transit
Kepler-124 b,0.0443423,0.000957504,0.0651262,,3.410493,,,2014,Kepler-124,,0.636,4984,,,Transit
Kepler-124 c,0.112713,0.0129124,0.156125,,13.821375,,,2014,Kepler-124,,0.636,4984,,,Transit
Kepler-124 d,0.192925,0.00422638,0.0990276,,30.950851,,,2014,Kepler-124,,0.636,4984,,,Transit
Kepler-1240 b,0.0558238,0.00485109,0.103,,4.8663815,0,,2016,Kepler-1240,0.98,0.96,5682,,0.04,Transit
Kepler-1241 b,0.12941,0.0213319,0.235,,18.5525701,0,,2016,Kepler-1241,0.84,0.8,5261,,-0.09,Transit
Kepler-1242 b,0.102343,0.017125,0.202,,13.62798432,0,,2016,Kepler-1242,0.77,0.74,4895,,-0.05,Transit
Kepler-1243 b,0.126801,0.0129028,0.156,,16.8320729,0,,2016,Kepler-1243,0.96,0.94,5667,,0.01,Transit
Kepler-1244 b,0.0531529,0.00819664,0.12,,3.70428172,0,,2016,Kepler-1244,1.46,1.77,6680,,0.05,Transit
Kepler-1245 b,0.0496255,0.0101747,0.128,,4.35409304,0,,2016,Kepler-1245,0.86,0.83,5306,,-0.01,Transit
Kepler-1245 c,0.0381652,0.0101747,0.128,,2.93658468,0,,2016,Kepler-1245,0.86,0.83,5306,,-0.01,Transit
Kepler-1246 b,0.0888549,0.00842926,0.121,,11.32271513,0,,2016,Kepler-1246,0.73,0.69,4611,,-0.03,Transit
Kepler-1247 b,0.106621,0.0178026,0.208,,13.71220213,0,,2016,Kepler-1247,0.86,0.82,5303,,-0.05,Transit
Kepler-1248 b,0.0796726,0.00518721,0.105,,7.46725407,0,,2016,Kepler-1248,1.21,1.21,6149,,0.24,Transit
Kepler-1249 b,0.174156,0.0182743,0.212,,24.3347127,0,,2016,Kepler-1249,1.19,1.28,6202,,0.06,Transit
Kepler-125 b,0.0506571,0.0182069,0.211437,,4.164389,,,2014,Kepler-125,,0.512,3810,,,Transit
Kepler-125 c,0.0629914,0.00100422,0.0660184,,5.774464,,,2014,Kepler-125,,0.512,3810,,,Transit
Kepler-1250 b,0.0369521,0.0141192,0.171,,2.60754383,0,,2016,Kepler-1250,0.99,0.98,5717,,0.04,Transit
Kepler-1251 b,0.241134,0.0135358,0.164,,45.0904643,0,,2016,Kepler-1251,0.92,0.89,5545,,-0.04,Transit
Kepler-1252 b,0.121659,0.0123746,0.149,,15.0540329,0,,2016,Kepler-1252,1.06,1.09,5949,,0.03,Transit
Kepler-1253 b,0.325551,0.00796813,0.119,,68.8861915,0,,2016,Kepler-1253,0.97,1.1,5850,,-0.14,Transit
Kepler-1254 b,0.0835695,0.0115843,0.138,,9.99113313,0,,2016,Kepler-1254,0.78,0.75,4985,,-0.1,Transit
Kepler-1254 c,0.0423228,0.00730709,0.116,,3.60084276,0,,2016,Kepler-1254,0.78,0.75,4985,,-0.1,Transit
Kepler-1254 d,0.0576676,0.00752338,0.117,,5.72717226,0,,2016,Kepler-1254,0.78,0.75,4985,,-0.1,Transit
Kepler-1255 b,0.220101,0.0176872,0.207,,36.2919336,0,,2016,Kepler-1255,1.08,1.12,6018,,0.02,Transit
Kepler-1256 b,0.110556,0.0115494,0.133,,12.4127754,0,,2016,Kepler-1256,1.17,1.36,6129,,0.05,Transit
Kepler-1257 b,0.0363506,0.0124263,0.136,,2.66831376,0,,2016,Kepler-1257,0.9,0.87,5502,,-0.09,Transit
